جائیر	Jair
آئی	aayi
اے	a
FIAاور	FIA aur
CIA	CIA
برطانوی	Bartaanwi
ادارے	idaare
M16اور	M16 aur
M15	M15
اورسابقہ	aur saabqa
روسی	roosi
ادارے	idaare
KGB	KGB
اوراس	aur us
کی	kee
جگہ	jagah
لینے	lene
والے	waale
موجودہ	maujoodah
روسی	roosi
ادارے	idaare
ایف	ef
ایس	es
بی	bee
FSB	FSB
اور	aur
فرانس	France
کے	ke
انٹیلی جنٹس	Intelligence
اداروں	idaaron
اور	aur
جرمنی	Germany
کے	ke
سابقہ	saabqa
اور	aur
موجودہ	maujoodah
انٹیلی جنٹس	Intelligence
اداروں	idaaron
کا	ka
اگر	agar
تاریخ	taarikh
کے	ke
حوالے	hawaale
سے	se
جائزہ	jaayeza
لیا	liya
جائے	jaye
تو	to
انٹیلی جنٹس	Intelligence
اداروں	idaaron
کے	ke
حوالے	hawaale
سے	se
یہ	ye
بات	baat
سامنے	saamne
آئے	aaye
گی	gi
کہ	ki
ان	un
اداروں	idaaron
کے	ke
مقابلے	muqaable
میں	mein
اسرائیلی	Israel
کے	ke
انٹیلی جنٹس	Intelligence
ادروں	idaaron
کاصدیوں	ka sadiyon
پرانا	purana
تاریخی	taarikhi
پس	pas
منظر	manzar
ہے	hai
(ا گر چے	(agarche
کے	ki
اسرائیل	Israel
کے	ke
اخبارات	akhbaaraat
اور	aur
ذرائع	zarai
نشرو	nashr wa
اعشاعت	ashaat
کی	ki
جانب	jaanib
سے	se
یہ	ye
کہا	kaha
جاتا	jaata
ہے	hai
کہ	ki
موساد	Mossad
کا	ka
قیام1951	qiyaam 1951
میں	mein
عمل	amal
میں	mein
آیا	aaya
تھا )جس	tha) jis
کو	ko
جانے	jaanne
کے	ke
لیے	liye
ضروری	zaroori
ہے	hai
کہ	ki
اسرائیل	Israel
کے	ke
اساس	asaas
اور	aur
بنیاد	buniyad
یہودیت	yahoodiyat
کاایک	ka ek
مختصر	mukhtasar
سا	sa
جائزہ	jaayeza
لیا	liya
جائے	jaaye
یہودیت	yahoodiyat
ایک	ek
ایسا	aisa
مذہب	mazhab
ہے	hai
جس	jis
کے	ke
ماننے	manne
والے	waale
اپنے	apne
مخصوص	makhsoos
مقاصد	maqaasid
کے	ke
حصول	husool
کے	ke
لیے	liye
خفیہ	khufiya
سرگرمیاں	sargarmiyan
انجام	anjaam
مختلف	mukhtalif
ادوار	adwaar
میں	mein
دیتے	dete
رہے	rahe
ہیں	hain
ان	un
سرگر میوں	sargarmiyon
کا	ka
تعلق	taalluq
معاشی	muashi
طور	taur
پر	par
یہودی	yahoodi
مذہب	mazhab
کے	ke
مانے	manne
والوں	waalon
کی	ki
ہر	har
اعتبار	aitbaar
سے	se
مضبو طی	mazbooti
اور	aur
ان	un
کے	ke
مخالفین	mukhaalifeen
کی	ki
تباہی	tabaahi
تھا	tha
ان	un
خفیہ	khufiya
سرگر میو ں	sargarmiyon
کو	ko
باقائدگی	baaqaidgi
کے	ke
ساتھ	saath
انجام	anjaam
دیا	diya
گیا	gaya
اس	is
اعتبار	aitbaar
سے	se
یورپ	Europe
کی	ki
تاریخ	taarikh
اس	is
امر	amar
کی	ki
گواہ	gawaah
ہے	hai
اسی	isi
لیے	liye
یورپ	Europe
کے	ke
بعض	baaz
ممالک	mamaalik
سے	se
جب	jab
یہودیوں	yahoodiyon
کو	ko
نکالا	nikaala
گیا	gaya
تو	to
ان	un
پر	par
بالعموم	bil-umoom
یہ	ye
ہی	hi
الزام	ilzaam
عائد	aayid
کیا	kiya
گیا	gaya
کہ	ki
یہودیوں	yahoodiyon
کی	ki
اکثریت	aksariyat
اس	is
حکومت	hukoomat
کے	ke
خلاف	khilaaf
ایسی	aisi
سرگرمیوں	sargarmiyon
میں	mein
ملوث	mulawwis
تھے	the
جن	jin
کی	ki
وجہ	wajah
سے	se
ان	un
حکومتوں	hukoomaton
کی	ki
بنیادیں	buniyaadein
کمزور	kamzor
ہو	ho
گئیں	gayin
مگر	magar
جباسرائیل	jab Israel
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
باقاعدہی	baaqaidah
کوششوں	koshishon
کا	ka
آغاز	aaghaaz
کیا	kiya
گیا	gaya
اسی	usi
وقت	waqt
دنیا	duniya
کے	ke
سامنے	saamne
صیہونیت	sehooniyat
کے	ke
نام	naam
سے	se
ایک	ek
ایسی	aisi
تحریک	tahreek
کو	ko
قائم	qaayim
کیا	kiya
گیا	gaya
جس	jis
کا	ka
بنیادی	buniyadi
مقصد	maqsad
اور	aur
ہدف	hadaf
اسرائیل	Israel
کا	ka
قیام	qiyaam
تھا	tha
تو	to
اس	is
مقصد	maqsad
کی	ki
خاطر	khaatir
ایسے	aise
کئی	kayi
ادارے	idaare
قائم	qaayim
کیے	kiye
گئے	gaye
جن	jin
کا	ka
بنیادی	buniyadi
مقصد	maqsad
اسرائیل	Israel
کا	ke
قیام	qiyaam
کے	ke
لیے	liye
ساز گار	saazgaar
ماحول	maahaul
کو	ko
قائم	qaayim
کرنا	karna
تھا	tha
اور	aur
اس	us
کے	ke
دشمنوں	dushmanon
کا	ka
خاتمہ	khaatima
تھا	tha
اس	is
کے	ke
ساتھ	saath
ہی	hi
ساتھ	saath
ایسے	aise
ماحول	maahaul
کو	ko
پیدا	paida
کرنا	karna
تھا	tha
جس	jis
کے	ke
ذریعہ	zariya
اسرائیل	Israel
کا	ka
قیام	qiyaam
آسان ترہو	aasaan-tar ho
جاتااپنے	jaata apne
مقصد	maqsad
کے	ke
حصول	husool
کی	ki
خاطر	khaatir
ایسے	aise
ادارے	idaare
بھی	bhi
قائم	qaayim
کیے	kiye
گئے	gaye
جہاں	jahaan
پر	par
ایک	ek
جانب	jaanib
اپنے	apne
لیے	liye
نرم	narm
گوشہ	gosha
رکھنے	rakhne
والے	waale
افراد	afraad
کو	ko
تیار	tayyar
کیا	kiya
جاتا	jaata
جن	jin
سے	se
بعد	baad
میں	mein
کسی	kisi
بھی	bhi
طرح	tarah
کا	ka
کام	kaam
لیا	liya
جاسکتا	jaa sakta
تھا	tha
جب کہ	jabki
اپنے	apne
مخالفین	mukhaalifeen
کے	ke
خلاف	khilaaf
اطلاعات	ittelaat
کا	ka
حصول	husool
بھی	bhi
انہی	unhi
اداروں	idaaron
کے	ke
ذریعہ	zariya
سے	se
ہوتا	hota
تھا	tha
ایسی	aisi
ہی	hi
ایک	ek
مثال	misaal
ا س	is
طرح	tarah
کی	ki
ملتی	milti
ہے	hai
کہ	ki
ایک	ek
یہودی	yahoodi
لڑکی	ladki
ہزیت	Hazit
ہیرز	Hertz
کی	ki
ملتی	milti
ہے	hai
جس	jis
نے	ne
جرمنی	Germany
کے	ke
دار الخلافہ	daarul khilaafa
برلن	Berlin
میں	mein
ایک	ek
خوبصورت	khoobsoorat
محل	mahal
میں	mein
ایک	ek
کلب	club
قائم	qaayim
کیا	kiya
اس	us
کلب	club
میں	mein
اس	us
وقت	waqt
کے	ke
اعتبار	aitbaar
سے	se
ہر	har
طرح	tarah
کے	ke
عیش	aish
و	wa
عشرت	ishrat
کا	ka
سامان	saamaan
مہیا	muhaiya
کیا	kya
جس	jis
کی	kee
وجہ	wajah
سے	se
جرمن	German
نوجوانوں	naujawaanon
کی	kee
اکثریت	aksariyat
اس	us
کلب	club
کی	kee
ممبر	member
بن	ban
گئی	gayi
ہزیت	Hazit
ہیرز	Hertz
کے	ke
قائم	qaayim
کردہ	kardah
اس	us
کلب	club
میں	mein
ایسی	aisi
ثقافتی	saqaafati
انجمن	anjuman
بھی	bhi
قائم	qaayim
کی	ki
جو	jo
یورپ	Europe
میں	mein
علم	ilm
و	wa
فن	fanne
فلسفہ	falsafa
اور	aur
ادب	adab
کی	ki
سب	sab
سے	se
بڑی	badi
مجلس	majlis
تھی	thi
اس	us
مجلس	majlis
میں	mein
عام	aam
طور	taur
پر	par
مسیحت	maseehat
اور	aur
دیگرمذاہب	deegar mazhab
کے	ke
ان	un
تمام	tamaam
تصورات	tasawwuraat
کے	ke
خلاف	khilaaf
بحث	bahas
و	wa
مباحث	mabaahas
کیے	kiye
جاتے	jaate
جو	jo
مسحیت	maseehiyat
اور	aur
دیگرمذاہب	deegar mazaahib
کی	ki
بنیاد	buniyad
تھے	the
اس	is
کے	ke
ساتھ	saath
لادینیت	la-deeniyat
اور	aur
کمیونزم	communism
کی	kee
تبلیغ	tableegh
کی	kee
جاتی	jaati
ہزیت	Hazit
ہیرز	Hertz
کے	ke
اس	is
قائم	qaayim
کردہ	kardah
کلب	club
میں	mein
ہر	har
طرح	tarah
کی	kee
تفریح	tafreeh
اور	aur
عیاشی	ayyaashi
کے	ke
اسباب	asbaab
بھی	bhi
فراہم	faraaham
کیے	kiye
جاتے	jaate
جن	jin
کو	ko
حاصل	haasil
کرنے	karne
کے	ke
لیے	liye
کوئی	koi
بھی	bhi
ہر	har
طرح	tarah
کی	ki
قربانی	qurbani
دے	de
سکتا	sakta
تھا	tha
یہ	ye
ہی	hi
وجہ	wajah
ہے	hai
کہ	ki
اس	us
کلب	club
کے	ke
ارکان	arkaan
کی	kee
فہرست	fehrist
میں	mein
وہ	wo
تمام	tamaam
افراد	afraad
شامل	shaamil
ہیں	hain
جنہوں	jinhon
نے	ne
بعد	baad
میں	mein
یورپ	Europe
کے	ke
اندر	andar
بعد	baad
میں	mein
فکری	fikri
اور	aur
خونی	khooni
نقلاب	inqelaab
برپا	barpa
کیے	kiye
انقلاب	inqelaabe
فرانس	France
کے	ke
مشہور	mashhoor
خطیب	khateeb
میرابو	Mirabeau
نے	ne
انقلاب	inqelaabe
فرانس	France
سے	se
قبل	qabl
اس	is
کلب	club
کی	kee
رکنیت	rukniyat
حاصل	haasil
کی	kee
یہاں	yahan
پر	par
اس	us
کی	ki
تربیت	tarbiyat
ان	un
بڑے	bade
رہنماوں	rahnumaon
نے	ne
کی	kee
جو	jo
بعد	baad
میں	mein
صیہونیت	sehooniyat
کے	ke
رہنما	rahnuma
شمار	shumaar
کیے	kiye
گئے	gaye
میرابو	Mirabeau
کی	kee
فرانس	France
واپسی	waapsi
سے	se
قبل	qabl
ہپی	Hippi
اس	is
کے	ke
بارے	baare
میں	mein
فرانس	France
میں	mein
اس	is
طرح	tarah
کا	ka
پروپیگنڈہ	propaganda
کیا	kiya
گیا	gaya
کہ	ki
وہ	wo
فرانس	France
واپسی	waapsi
کے	ke
فورا	fauran
بعد	baad
فرانس	France
کا	ka
سب	sab
سے	se
بڑا	bada
خطیب	khateeb
بن	ban
گیا	gaya
میرابو	Mirabeau
کی	ki
فرانس	France
واپسی	waapsi
کے	ke
کچھ	kuchh
عرصے	arse
کے	ke
بعد	baad
انقلاب	inqelaabe
فرانس	France
برپا	barpa
کر	kar
دیا	diya
گیا	gaya
دلچسپ	dilchasp
پہلو	pahlu
یہ	ye
ہے	hai
کہ	ki
اس	us
کلب	club
کے	ke
تما	tamaa
م	m
اخراجات	ikhraajaat
ایک	ek
جرمن	German
نژادیہودی	nizaad yahoodi
سرمایہ	sarmaya
دار	daar
مند	Mand
لسون	Lasoon
نے	ne
برداشت	bardasht
کیے	kiye
تھے	the
1897	1897
کے	ke
بعد	baad
جب	jab
یورپ	Europe
کے	ke
وسط	wast
میں	mein
باسل	Basel
شہر	shahar
میں	mein
صیہونیت	sehooniyat
کی	kee
پہلی	pahli
عالمی	aalami
کانفرنس	conference
منعقد	mun-aqid
ہوئی	hui
تو	to
کانفرنس	conference
میں	mein
یہودی	yahoodi
مفکر	mufakkir
ہرزل	Harzal
نے	ne
ایک	ek
نئی	nayi
یہودی	yaoodi
ریاست	riyaasat
کے	ke
قیام	qiyaam
کی	kee
تجویز	tajweez
پیش	pesh
کی	kee
اس	is
کے	ke
ساتھ	saath
عالمی	aalami
یہودی	yahoodi
جماعت	jamaat
صیہونیت	sehooniyat
کو	ko
قائم	qaayim
کیا	kiya
جس	jis
کا	ka
بنیادی	buniyadi
مقصد	maqsad
یہودی	yahoodi
ریاست	riyaasat
اسرائیل	Israel
کا	ka
قیام	qiyaam
تھا	tha
اس	us
مقصد	maqsad
کی	ki
خاطر	khaatir
یہودی	yahoodi
دانشوروں	daanishwaron
مفکرین	mufakkireen
مورخین	morrikheen
پناہ	panaah
گزین	guzeen
ہر	har
طرح	tarah
کے	ke
سیاسی	siyasi
رہنماوں	rahnumaon
اور	aur
ہر	har
طبقے	tabqe
کے	ke
افراد	afraad
جن	jin
میں	mein
طلبہ	talbaa
دانشور	danishwar
اور	aur
سرمایہ	sarmaya
داربھی	daar bhi
شامل	shamil
تھے	the
اس	is
یہودی	yahoodi
ریاست	riyaasat
کے	ke
قیام	qiyaam ke
لیے	liye
باسل	Basel
میں	mein
جمع	jama
ہوئے	huye
جس	jis
کو	ko
عالمی	aalami
صیہونیت	sehooniyat
کی	kee
پہلی	Pahli
کانگریس	congress
کہا	kaha
گیا	gaya
پہلی	pahli
جنگ	jange
عظیم	azeem
سے	se
قبل	qabl
یہودی	yahoodi
دانشوروں	daanishwaron
اور	aur
قائدین	qaayideen
نے	ne
فلسطین	Palestine
میں	mein
یہودی	yahoodi
ریاست	riyaasat
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
باقاعدہ	baaqayeda
کئی	kayi
طرح	tarah
کی	kee
انجمنیں	anjumanein
قائم	qaayim
کئیں	keen
جن	jin
کے	ke
نام	naam
سے	se
بظاہر	bazaahir
کسی	kisi
بھی	bhi
طرح	tarah
کی	kee
کوئی	koi
وابستگی	waabastagi
ظاہر	zaahir
نہیں	nahin
ہوتی	hoti
تھی	thi
مگر	magar
دراصل	dar-asal
ان	un
کا	ka
بنیادی	buniyadi
ہدف	hadaf
اسرائیل	Israel
کا	ka
قیام	qiyaam
ہی	hi
تھا	tha
انیسویں	uneeswin
صدی	sadi
کی	kee
ابتدا	ibteda
میں	mein
مشرق	mashriqe
وسطیٰ	wustaa
اور	aur
دنیا	duniya
کے	ke
بیشتر	beshtar
ممالک	mamaalik
جن	jin
میں	mein
افغانستان	Afghanistan
ترکی	Turkey
برصغیر ہندوپاک	barre-sagheer Indo-Pak
ایران	Iran
عراق	Iraq
شا م	Shaam
افریقی	Afreeki
ممالک	mamaalik
مصر	Misr
تیونس	Tunis
مراکش	Marrakesh
ساوتھ	South
افریقہ	Africa
اریٹیریا	Eritrea
ایتھوپیا	Ethiopia
کینیا	Kenya
اور	aur
چین	China
ہانگ	Hong
کانگ	Kong
تائیوان	Tiwan
روس	Russia
برازیل	Brazil
ارجنٹینا	Argentina
کولمبیا	Columbia
کینیڈایورپ	Canada Europe
کے	ke
تمام	tamaam
ممالک	mamaalik
شامل	shamil
ہیں	hain
یہودیوں	yahoodiyon
کی	kee
بڑی	badi
تعداد	taadaad
مقیم	muqeem
تھی	thi
صدیوں	sadiyon
سے	se
ان	in
ممالک	mamaalik
میں	mein
مقیم	muqeem
ہونے	hone
کے	ke
باعث	baa-as
یہ	ye
یہودی	yahoodi
مقامی	muqaami
تہذیب	tahzeeb
و	wa
بود	bood
باش	baash
او ر	aur
زبان	zabaan
کو	ko
اس	is
طرح	tarah
اختیار	ikhteyaar
کر	kar
چکے	chuke
تھے	the
کہ	ki
ان	un
میں	mein
اور	aur
عام	aam
مقامی	muqaami
میں	mein
فرق	farq
کرنا	karna
ممکن	mumkin
ہی	hi
نہ	na
تھایہ	tha ye
کیفیت	kaifiyat
عالمی	aalami
صیہونی	sehooni
تنظیم	tanzeem
کے	ke
قائدین	qaayideen
کے	ke
لیے	liye
بہت	bahut
سازگار	saazgaar
ثابت	saabit
ہوئی	hui
اور	aur
انہوں	unhon
نے	ne
اس	is
کے	ke
ذریعہ	zariya
سے	se
اپنے	apne
مقاصد	maqaasid
کی	kee
تکمیل	takmeel
کے	ke
لیے	liye
ان	un
یہودیوں	yahoodiyon
کو	ko
اسرائیل	Israel
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
کام	kaam
کرنے	karne
والے	waale
انٹیلی جنٹس	Intelligence
اداروں	idaaron
میں	mein
بھرتی	bharti
کر	kar
دیا	diya
چونکہ	choonki
اسرائیل	Israel
کا	ka
قیام	qiyaam
ہر	har
یہودی	yahoodi
کے	ke
نزدیک	nazdeek
ایک	ek
یہودی	yahoodi
فریضہ	fareeza
ہے	hai
اس	is
لیے	liye
اسرائیل	Israel
کے	ke
دفاع	dafaa
استحکام	istehkaam
اور	aur
تعمیر	taameer
کی	kee
خاطر	khatir
کام	kaam
کرنے	karne
والے	waale
اداروں	idaaron
میں	mein
کام	kaam
کرنا	karna
اور	aur
ان	un
کی	ki
اعانت	a-aanat
کرنا	karna
مذہبی	mazhabi
فریضہ	fareeza
ہے	hai
اسی	isi
لیے	liye
موساد	Mossad
اور	aur
اسرائیل	Israel
کے	ke
دیگر	deegar
انٹیلی جنٹس	Intelligence
ادارے	idaare
وہ	wo
چند	chand
ادارے	idaare
ہیں	hain
جہان	jahaan
پر	par
کارکن	kaarkun
مذہبی	mazhabi
فریضہ	fareeza
تصور	tasawwur
کرتے	karte
ہوئے	huye
کام	kaam
کرتے	karte
ہیں	hain
اسی	isi
وجہ	wajah
سے	se
اسرائیلی	Israeli
انٹیلی جنٹس	Intelligence
اداروں	idaaron
کو	ko
وہ	wo
امداددنیا	imdaad duniya
کے	ke
ہر	har
ملک	mulk
اور	aur
علاقے	ilaaqe
میں	mein
حاصل	haasil
ہو	ho
جاتی	jaati
ہے	hai
جو	jo
کسی	kisi
دوسرے	doosre
ملک	mulk
کے	ke
انٹیلی جنٹس	intelligence
ادارے	idaaron
کو	ko
اب	ab
تک	tak
حاصل	haasil
نہیں	nahin
ہو	ho
سکی	saki
ہے	hai
یہ	ye
ہی	hi
وجہ	wajah
ہے	hai
ک	ke
اسرائیلی	Israeli
انٹیلی جنٹس	Intelligence
اداروں	idaaron
کو	ko
دنیا	duniya
کے	ke
کامیاب	kaamiyaab
ترین	tareen
ادارے	idaare
تصور	tasawwur
کیا	kiya
جاتا	jaata
ہے	hai
انیسویں	uneesween
صدی	sadi
کی	kee
ابتدا	ibteda
ہی	hi
سے	se
اور	aur
پہلی	pahli
عالمی	aalami
جنگ	jange
عظیم	azeem
سے	se
قبل	qabl
اور	aur
اس	is
کے	ke
بعد	baad
جب	jab
فلسطین	Palestine
میں	mein
دنیا	duniya
بھر	bhar
کے	ke
یہودیوں	yahoodiyon
کی	kee
بڑی	badi
تعداد	taadaad
آنے	aane
اور	aur
بسنے	basne
لگی	lagi
تو	to
اس	us
کے	ke
بعد	baad
فلسطین	Palestine
میں	mein
اسرائیلی	Israli
حکومت	hukoomat
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
فلسطین	Palestine
میں	mein
اور	aur
دنیا	duniya
کے	ke
مختلف	mukhtalif
ممالک	mamaalik
میں	mein
مختلف	mukhtalif
نام	naam
سے	se
ایسے	aise
ادارے	idaare
قائم	qaayim
کیے	kiye
گئے	gaye
جن	jin
کا	ka
کام	kaam
اور	aur
مقصد	maqsad
ایک	ek
ہی	hi
تھا	tha
مگر	magar
ان	un
ممالک	mamaalik
کے	ke
معروضی	maaroozi
حالات	haalaat
کے	ke
پیش	peshe
نظر	nazar
ان	un
کے	ke
مختلف	mukhtalif
نام	naam
رکھے	rakhe
گئے	gaye
وہ	wo
کام	kaam
تھا	tha
دنیا	duniya
کے	ke
ہر	har
خطے	khitte
میں	mein
موجود	maujood
یہودیوں	yahoodiyon
کے	ke
مفادات	mufaadaat
کے	ke
لیے	liye
اور	aur
دنیا	duniya
بھر	bhar
میں	mein
ان	un
کی	kee
حکمرانی	hukmarani
کو	ko
قائم	qaayim
کرنے	karne
کے	ke
لیے	liye
اور	aur
اسرائیل	Israeli
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
جدوجہد	jidd-o-jehad
کرنا	karna
ایسے	aise
حالات	haalaat
کو	ko
پیدا	paida
کرنا	karna
جن	jin
کی	kee
مدد	madad
سے	se
وہ	wo
اپنے	apne
تمام	tamaam
منصوبوں	mansoobon
پر	par
عمل	amal
درآمد	dar-aamad
کرسکیں	kar saken
اور	aur
اسرائیل	Israel
کے	ke
قیام	qiyaam
کے	ke
بعد	baad
اسرائیل	Israel
کے	ke
دفاع	dafaa
کے	ke
لیے	liye
اور	aur
اس	us
کے	ke
ساتھ	saath
اپنے	apne
دشمنوں	dushmanon
اور	aur
راہ	raah
میں	mein
آنے	aane
والی	waali
تمام	tamaam
روکاوٹوں	rukawaton
کو	ko
ہٹانے	hataane
کے	ke
لیے	liye
جدوجہد	jadd-o-jahad
کرنا	karna
اس	is
مقصد	maqsad
کے	ke
لیے	liye
اسرائیل	Israel
کے	ke
قیام	qiyaam
کے	ke
بعد	baad
سے	se
باضابطہ	baazaabta
طور	taur
پر	par
موساد	Mossad
نے	ne
بھر	bhar
پور	poor
کردار	kirdaar
ادا	ada
کیا	kiya
ہے	hai
جب	jab
کہ	ki
اسرائیل	Israel
کے	ke
قیام	qiyaam
سے	se
قبل	qabl
1929	1929
میں	mein
سوئزرلینڈ	Switzerland
کے	ke
شہر	shahar
زیورچ	Zurich
میں	mein
منعقد	munaqid
ہونے	hone
والی	waali
صیہونی	sehooni
کانگریس	congress
کے	ke
اجلاس	ijlaas
میں	mein
جو	jo
اسرائیل	Israel
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
منعقد	munaqid
کی	kee
گئی	gayi
تھی	thi
ایک	ek
ایسی	aisi
انٹیلی جنٹس	Intelligence
ایجنسی	agency
کا	ka
قیام	qiyaam
باضابطہ	baazaabta
طور	taur
پر	par
عمل	amal
میں	mein
لایا	laya
گیا	gaya
جو	jo
دنیا	duniya
بھر	bhar
میں	mein
صیہونی	sehooni
مفادات	mafadaat
کی	kee
حفاظت	hifaazat
کرتی	karti
اس	is
ادارے	idaare
کا	ka
نام	naam
جیوش	Jewish
ایجنسی	Agency
رکھا	rakha
گیاجیوش	gaya Jewish
ایجنسی	Agency
کا	ka
کام	kaam
ایسی	aisi
تما م	tamaam
اطلاعات	itlaaat
کا	ka
حصول	husool
تھا	tha
جو	jo
صیہونیت	sehooniyat
کے	ke
تحفظ	tahaffuz
اور	aur
دفاع	dafaa
کے	ke
لیے	liye
ضروری	zaroori
تھے	the
یہ	ye
بات	baat
واضح	wazeh
رہے	rahe
کہ	ki
اسی	isi
کانگریس	congress
میں	mein
ایک	ek
دوسرے	doosre
ادارے	idaare
ہگانہ	Hagana
کو	ko
بھی	bhi
قائم	qaayim
کیا	kiya
گیا	gaya
جو	jo
فلسطین	Palestine
کے	ke
اندر	andar
اسرائیل	Israel
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
باضابطہ	baazaabta
طور	taur
پر	par
اقدامات	iqdaamat
کرتا	karta
اور	aur
مسلح	musallah
جدوجہد	jadd-o-jahad
کرتا	karta
اس	is
کے	ke
ساتھ	saath
ہی	hi
ایک	ek
دوسرے	doosre
ادارے	idaare
شائی	Shaai
کابھی	kaa bhi
قیام	qiyaam
عمل	amal
میں	mein
لایا	laya
گیا	gaya
جو	jo
اندر	andar
اسرائیلی	Israeli
اس	is
کی	kee
تو	to
اس	us
کے	ke
بعد	baad
یہ	ye
ان	un
میں	mein
ا	a
کہ	ke
اوپر	ooper
لکھا	likha
جاچکا	jaa chuka
ہے	hai
کہ	ki
اسرائیلی	Israeli
ادارے	idaare
موساد	Mossad
کا	ka
قیام	qiyaam
اسرائیلی	Israeli
کے	ke
قیام	qiyaam
سے	se
قبل	qabl
ہی	hi
عمل	amal
میں	mein
لایا	laya
جاچکا	jaa chuka
تھا	tha
اسرائیل	Israeli
کے	ke
قیام	qiyaam
سے	se
قبل	qabl
اسرائیل	Israel
کے	ke
قیام	qiyaam
کے	ke
لیے	liye
کام	kaam
کرنے	karne
والے	waale
ادارے 	idaare 
</s>	</s>
میں	mein
حضرت	Hazrat
مولانا	maulana
الیاس	Iliyas
صاحب	Sahab
ؒ	Rahmatullah
کے	ke
ہمراہ	hamraah
پہلا	pahla
حج	Haj
فرمایا۔	farmaya.
</s>	</s>
چار	chaar
ہزار	hazar
سال	saal
پرانے	puraane
Ur-Nammu	Ur-Nammu
کے	ke
قانون	qanoon
میں	mein
اور	aur
پونے	paune
چار	chaar
ہزار	hazaar
سال	saal
پرانے	purane
حمورابی	Hammurabi
کے	ke
قانون	qanoon
میں	mein
بھی	bhi
اس	is
سے	se
مشابہ	mushaba
مثالیں	misaalein
موجود	maujood
ہیں۔	hain.
</s>	</s>
الاباما	Alabama
</s>	</s>
سودیشی	Swadeshi
تحریکوں	tahreekon
میں	mein
بھی	bhi
حصہ	hissa
لیتے	lete
رہے	rahe
چنانچہ	chunanche
علامہ	Allama
شبلی	Shibli
نے	ne
ایک	ek
مرتبہ	martaba
کہا	kaha
تھا۔”	tha."
</s>	</s>
پاکستان	Pakistan
ریلویز	Railways
کی	kee
سرکاری	sarkari
ویب سائٹ	website
کے	ke
مطابق	mutaabiq
کلانچ والا	Kalanchwala
ریلوے	Railway
اسٹیشن	Station
کا	ka
کوڈ	code
KCW	KCW
ہے	hai
</s>	</s>
مکڑی	Makdi
</s>	</s>
جندر ،	Jinder,
اختر	Akhtar
رضا	Raza
سلیمی	Saleemi
</s>	</s>
ان	in
کے	ke
مذہب	mazhab
کے	ke
پانچ	paanch
اصول	usool
ہیں:	hain:
</s>	</s>
پاکستان،	Pakistan,
بھارت	Bharat
میں	mein
یہ	ye
لفظ	lafz
مصلیٰ	musalla
ہی	hi
مستعمل	mustamil
ہے،	hai,
عموماً	umooman
اِس	is
کے	ke
لیے	liye
جائے	jaaye
نماز	namaz
بھی	bhi
بولا	bola
جاتا	jaata
ہے۔	hai.
</s>	</s>
اس	us
کے	ke
بازو	baazu
یا	ya
پنکھ	pankh
