ਨੌਜਵਾਨ	naujavaan
ਨੇ	ne
14	14
ਸਾਲ	saal
ਦੀ	di
ਉਮਰ	umar
ਵਿੱਚ	vich
ਵਿਆਹ	viaah
ਕੀਤਾ	kita
ਬਾਅਦ	baad
ਵਿੱਚ	vich
ਇੱਕ	ikk
ਕਵੀ	kavi
ਵਜੋਂ	vajon
ਪ੍ਰਸਿੱਧੀ	prasiddhi
ਹਾਸਲ	haasal
ਕੀਤੀ	kiti
</s>	</s>
ਉਹ	uh
ਪ੍ਰਭਾਕਰਵਰਧਨ	prabhaakaravaradhan
ਦਾ	daa
ਪੁੱਤਰ	puttar
ਸੀ	si
ਅਤੇ	ate
ਰਾਜਵਰਧਨ	rajavaradhan
ਦਾ	daa
ਛੋਟਾ	chhotaa
ਭਰਾ	bharaa
ਸੀ	si
ਜਿਹੜਾ	jeharhaa
ਕਿ	ki
ਥਾਨੇਸਰ	thaanesar
ਅੱਜਕੱਲ੍ਹ	ajjakallh
ਹਰਿਆਣਾ	haryana
ਜਿਸਨੂੰ	jisnu
ਪਹਿਲਾ	pahilaa
ਪੂਰਬੀ	purabi
ਪੰਜਾਬ	panjaab
ਵੀ	vi
ਕਿਹਾ	kehaa
ਜਾਂਦਾ	jaandaa
ਸੀ	si
ਦਾ	daa
ਰਾਜਾ	raja
ਸੀ	si
</s>	</s>
ਨਾਇਕ	naaik
ਨੂੰ	nun
ਕਿਸੇ	kise
ਕੰਮ	kamm
ਤੋਂ	ton
ਰੋਕਿਆ	rokiaa
ਜਾਂਦਾ	jaandaa
ਹੈ	hai
ਪਬੰਧੀ	pabandhi
ਦੱਸੀ	dassi
ਜਾਂਦੀ	jaandi
ਹੈ	hai
</s>	</s>
ਉਸਨੇ	usne
ਬਹੁਤ	bahut
ਸਾਰੇ	saare
ਪ੍ਰੋਟੈਸਟੈਂਟ	protetant
ਅਤੇ	ate
ਧਾਰਮਿਕ	dhaaramik
ਸਕੂਲਾਂ	sakulaan
ਵਿੱਚ	vich
ਸਿੱਖਿਆ	sikkhiaa
ਲਈ	lai
ਸੀ	si
ਅਤੇ	ate
ਉਹ	uh
ਫ਼ਰੈਂਡਸ	faraindas
ਸੈਂਟਰਲ	saintaral
ਸਕੂਲ	sakul
ਤੋਂ	ton
ਗ੍ਰੈਜੂਏਟ	graijuet
ਹੋਇਆ	hoya
ਸੀ	si
</s>	</s>
ਉਤੇ	ute
ਉਡਣ	udan
ਭੰਮੀਰੀਆ	bhammiriaa
</s>	</s>
ਉਸ	us
ਦੀ	di
ਲੜਾਈ	larhaai
ਵਿਚ	vich
ਪਹਿਲਾ	pahilaa
ਰੁਕਾਵਟ	rukaavat
ਘਰ	ghar
ਵਿਚ	vich
ਸੀ	si
ਉਸ	us
ਦੇ	de
ਮਾਪਿਆਂ	maapiaan
ਅਤੇ	ate
ਰਿਸ਼ਤੇਦਾਰਾਂ	rishatedaaraan
ਨੇ	ne
ਕਿਹਾ	kehaa
ਕਿ	ki
ਉਸ	us
ਨੂੰ	nun
ਕਿਸੇ	kise
ਅਜਿਹੀ	ajehi
ਚੀਜ਼	chiz
ਤੇ	te
ਆਪਣੀ	aapani
ਜ਼ਿੰਦਗੀ	zindagi
ਵਿੱਚ	vich
ਧਿਆਨ	dhiaan
ਨਹੀਂ	nahin
ਲਾਉਣਾ	laaunaa
ਚਾਹੀਦਾ	chaahidaa
ਜੋ	jo
ਹਮੇਸ਼ਾ	hameshaa
ਤੋਂ	ton
ਚਲੀ	chali
ਆ	aa
ਰਹੀ	rahi
ਹੈ	hai
ਅਤੇ	ate
ਕਈ	kai
ਸਾਲਾਂ	saalaan
ਬਾਅਦ	baad
ਉਹ	uh
ਇਹ	eh
ਮੰਨਣ	mannan
ਲੱਗੇ	lagge
ਸਨ	san
ਕਿ	ki
ਉਹ	uh
ਸਿਰ	sir
ਤੇ	te
ਮੈਲਾ	mailaa
ਢੋਹਣ	dhohan
ਦੀ	di
ਭੈੜੀ	bhairhi
ਰੀਤ	rit
ਖਤਮ	khatam
ਕਰਨ	karan
ਲਈ	lai
ਆਪਣੇ	aapne
ਜੀਵਨ	jivan
ਦੀ	di
ਕੁਰਬਾਨੀ	kurabaani
ਕਰ	kar
ਰਿਹਾ	reha
ਸੀ	si
</s>	</s>
ਇਹ	eh
ਦੇਸ਼	desh
ਪੱਛਮੀ	pachhami
ਯੂਰਪ	europe
ਵਿੱਚ	vich
ਸਥਿਤ	sathit
ਹੈ	hai
ਜਿਸਦੀਆਂ	jisadiaan
ਸੀਮਾਵਾਂ	simaavaan
ਉੱਤਰ	uttar
ਵੱਲ	vall
ਜਰਮਨ	german
ਪੱਛਮ	pachhchham
ਵੱਲ	vall
ਫ਼੍ਰਾਂਸ	france
ਦੱਖਣ	dakkhan
ਵੱਲ	vall
ਇਟਲੀ	italy
ਅਤੇ	ate
ਪੂਰਬ	purab
ਵੱਲ	vall
ਔਸਟ੍ਰੀਆ	ausstria
ਅਤੇ	ate
ਲੀਖਟਨਸ਼ਟਾਈਨ	likhatanashataain
ਨਾਲ	naal
ਲੱਗਦੀਆਂ	laggadiaan
ਹਨ	han
</s>	</s>
ਜਿੱਥੇ	jitthe
ਵੀ	vi
ਜਰਮਨੀ	germany
ਨੇ	ne
ਪੂਰਬੀ	purabi
ਯੂਰਪ	europe
ਵਿੱਚ	vich
ਨਵੇਂ	naven
ਇਲਾਕੇ	ilaake
ਸਰ	sar
ਕੀਤੇ	kite
ਉੱਥੇ	utthe
ਆਈਨਜ਼ਾਟਸਗਰੂਪਨ	aainazaatasagarupan
ਨਾਮਕ	naamak
ਖ਼ਾਸ	khaas
ਨੀਮ-ਫ਼ੌਜੀ	nim-fauji
ਦਲਾਂ	dalaan
ਨੇ	ne
ਗੋਲੀ	goli
ਕਾਂਡ	kaand
ਕਰ-ਕਰ	kar-kar
ਕੇ	ke
ਦਸ	das
ਲੱਖ	lakkh
ਤੋਂ	ton
ਵੱਧ	vaddh
ਯਹੂਦੀ	yahudi
ਅਤੇ	ate
ਸਿਆਸੀ	siaasi
ਵਿਰੋਧੀ	virodhi
ਮੌਤ	maut
ਦੇ	de
ਘਾਟ	ghaat
ਉਤਾਰ	utaar
ਦਿੱਤੇ	ditte
</s>	</s>
ਇੱਥੇ	itthe
ਹਰ	har
ਸਾਲ	saal
ਡੇਢ	dedh
ਲੱਖ	lakkh
ਤੋਂ	ton
ਜ਼ਿਆਦਾ	ziaadaa
ਸੈਲਾਨੀ	sailaani
ਆਉਂਦੇ	aaunde
ਹਨ	han
</s>	</s>
ਹੇਠ	heth
ਲਿਖੇ	likhe
ਲਿੰਕ	link
ਤੇ	te
ਇਹ	eh
ਅਪੀਲ	apil
ਕੀਤੀ	kiti
ਤੇ	te
ਇਸ	is
ਦੀ	di
ਮੌਜੂਦਾ	maujudaa
ਸਥਿਤੀ	sathiti
ਦੇਖੀ	dekhi
ਜਾ	jaa
ਸਕਦੀ	sakadi
ਹੈ	hai
</s>	</s>
ਬ੍ਰਹਮ-ਨਿਰੂਪਣ	braham-nirupan
ਮਗਰੋਂ	magaron
ਉਸ	us
ਪ੍ਰਮਾਤਮਾ	pramaatamaa
ਦੀ	di
ਉਪਾਸਨਾ	upaasanaa
ਤੇ	te
ਉਸ	us
ਦੇ	de
ਫ਼ਲ	fal
ਬਾਰੇ	baare
ਦੱਸਿਆ	dassiaa
ਗਿਆ	gaya
ਹੈ	hai
</s>	</s>
ਇਹ	eh
ਸਭ	sabh
ਹੁੰਦੇ	hunde
ਹੋਏ	hoe
ਵੀ	vi
ਸਾਧਨਾਂ	saadhanaan
ਦਾ	daa
ਵਿਗਿਆਨਕ	vigyanak
ਅਨਵੇਸ਼ਣ	anaveshan
ਅਤੇ	ate
ਜਾਂਚ	jaanch
,	,
ਕਾਲ	kaal
ਕ੍ਰਮ	kram
ਦਾ	daa
ਵਿਚਾਰ	vichaar
,	,
ਪਰਿਸਥਿਤੀ	parisathiti
ਦੀਆਂ	diaan
ਜਰੂਰਤਾਂ	jarurataan
ਅਤੇ	ate
ਘਟਨਾਵਾਂ	ghatanaavaan
ਦੇ	de
ਪਰਵਾਹ	paravaah
ਦੀ	di
ਬਰੀਕੀ	bariki
ਨਾਲ	naal
ਛਾਣਬੀਨ	chhaanabin
ਅਤੇ	ate
ਉਨ੍ਹਾਂ	unhaan
ਤੋਂ	ton
ਨਤੀਜੇ	natije
ਕੱਢਣ	kaddhan
ਵਿੱਚ	vich
ਸਰਤਕਤਾ	saratakataa
ਅਤੇ	ate
ਸੰਜਮ	sanjam
ਦੀ	di
ਅਨਿਵਾਰਿਯਤਾ	anivaariyataa
ਅਤਿਅੰਤ	atiant
ਜ਼ਰੂਰੀ	zaruri
ਹੈ	hai
</s>	</s>
ਇਸ	is
ਕਤਾਬ	kataab
ਵੱਿਚ	vaich
ਉਸ	us
ਦੀਅਾਂ	diaan
ਸਮੁੱਚਾਅਾਂ	samucchaaaan
ਬੋਲੀਅਾਂ	boliyan
ਅਤੇ	ate
ਟੱਪੇ	tappe
ਸ਼ਾਮਲ	shaamal
ਹਨ	han
</s>	</s>
ਜਲਾਲ	jalal
ਨੰਗਲ	nangal
</s>	</s>
ਜਿਵੇਂ	jiven
ਹਾਈਡਰੋਜਨ	hydrogen
ਨਾਲ	naal
ਕਿਰਿਆ	kiriaa
ਕਰ	kar
ਕੇ	ke
ਪਾਣੀ	paani
</s>	</s>
ਬਾਲੀਵੁੱਡ	bollywood
ਅਤੇ	ate
ਹਾਲੀਵੁੱਡ	hollywood
ਅਦਾਕਾਰਾ	adaakaaraa
ਪ੍ਰਿਅੰਕਾ	priyanka
ਚੋਪੜਾ	chopra
ਨਿਰਮਲ	nirmal
ਮੋਦੀ	modi
ਦੇ	de
ਖਿਲਾਫ਼	khilaaf
ਵਿੱਤੀ	vitti
ਧੋਖਾਧੜੀ	dhokhaadharhi
ਦੇ	de
ਦੋਸ਼ਾਂ	doshaan
ਕਰਕੇ	karake
ਉਸਦੇ	usade
ਬ੍ਰਾਂਡ	braand
ਨਾਲ	naal
ਆਪਣਾ	aapanaa
ਸਮਝੌਤਾ	samajhautaa
ਖ਼ਤਮ	khatam
ਕਰਨ	karan
ਦੇ	de
ਸੰਬੰਧ	sambandh
ਵਿਚ	vich
ਕਾਨੂੰਨੀ	kaanunni
ਰਾਏ	raae
ਦੀ	di
ਮੰਗ	mang
ਕਰ	kar
ਰਹੀ	rahi
ਹੈ	hai
</s>	</s>
ਨਵ-ਰਹੱਸਵਾਦੀ	nav-rahassavaadi
ਚੇਤਨਾ	chetnaa
ਦੇ	de
ਸੂਖਮ	sukham
ਪ੍ਰਗਟਾਅ	pragataa
ਲਈ	lai
ਨਵੀਨ	navin
ਕਾਵਿ	kaavi
ਵਿਧੀਆਂ	vidhiaan
ਦੀ	di
ਵਰਤੋਂ	varton
ਕੀਤੀ	kiti
ਗਈ	gai
ਹੈ	hai
</s>	</s>
ਇਸਦੀ	isadi
ਖੋਜ	khoj
ਚਾਰਲਸ	charles
ਮੈਸੀਅਰ	masierr
ਵੱਲੋਂ	vallon
3	3
ਮਈ	mai
1764	1764
ਅਤੇ	ate
1784	1784
ਦੇ	de
ਆਸ-ਪਾਸ	aas-paas
ਵਿਲੀਅਮ	william
ਹਾਰਸ਼ੇਲ	harhel
ਵੱਲੋਂ	vallon
ਤਾਰਿਆਂ	taariaan
ਦੀ	di
ਪਹਿਚਾਣ	pahichaan
ਕੀਤੀ	kiti
ਗਈ	gai
ਸੀ	si
</s>	</s>
ਵੀਰਾ	viraa
ਮੋਢੇ	modhe
ਧਰੀ	dhari
ਵੇ	ve
ਬੰਦੂਕ	banduk
</s>	</s>
ਦੂਜੀ	duji
ਪ੍ਰਕਾਰ	prakaar
ਦੇ	de
ਵਾਕਾਂ	vaakaan
ਵਿੱਚ	vich
ਵਕਤੇ	vakate
ਦੇ	de
ਉਚਾਰਨ	uchaaran
ਲਹਿਜੇ	lahije
ਦੇ	de
ਆਧਾਰ	aadhaar
ਤੇ	te
ਹੀ	hi
ਪ੍ਰਸਨਵਾਚਕ	prasanavaachak
ਵਾਕਾਂ	vaakaan
ਦੀ	di
ਸਿਰਜਣਾ	sirajanaa
ਹੁੰਜੀ	hunji
ਹੈ	hai
</s>	</s>
ਮਾਹੀਆ	maahiaa
ਪੰਜਾਬੀ	panjabi
ਦਾ	daa
ਅਤਿਅੰਤ	atiant
ਲੋਕ	lok
ਪ੍ਰਚੱਲਤ	prachallat
ਸ਼ਿੰਗਾਰ	shingaar
ਰਸ	ras
ਅਤੇ	ate
ਕਰੁਣਾ	karunaa
ਰਸ	ras
ਨਾਲ	naal
ਭਰਪੂਰ	bharapur
ਲੋਕ	lok
ਪ੍ਰਤਿਭਾ	pratibhaa
ਦਾ	daa
ਤਰਾਸਿਆ	taraasiaa
ਲੋਕ	lok
ਗੀਤ	git
ਹੈ	hai
</s>	</s>
ਗਾਥਾ	gaathaa
ਮਹਾਂਮਨੁੱਖ	mahaammanukkh
ਦੀ	di
ਬਲਭੱਦਰ	balbhaddar
ਠਾਕੁਰ	thakur
</s>	</s>
ਇਹ	eh
ਡੇਰਾ	deraa
ਚੰਡੀਗੜ੍ਹ	chandigarh
ਤੋਂ	ton
ਅਨੰਦਪੁਰ	anandpur
ਸਾਹਿਬ	sahib
ਸੜਕ	sarhak
ਤੇ	te
ਜਾਂਦਿਆਂ	jaandiaan
ਇਤਿਹਾਸਕ	itehaasak
ਗੁਰਦਵਾਰੇ	guradavaare
ਤੋਂ	ton
ਥੋੜਾ	thorhaa
ਪਹਿਲਾਂ	pehlaan
ਖਬੇ	khabe
ਪਾਸੇ	paase
ਮੁੜਦੀ	murhadi
ਲਿੰਕ	link
ਸੜਕ	sarhak
ਤੇ	te
ਕਰੀਬ	karib
ਇੱਕ	ikk
ਕਿਲੋਮੀਟਰ	kilometer
ਦੂਰੀ	duri
ਤੇ	te
ਸਥਿਤ	sathit
ਹੈ	hai
</s>	</s>
ਭਾਰਤ	bharat
ਦੀ	di
ਯੂ	u
</s>	</s>
ਇਕ	ik
ਬਾਂਦਰ	baandar
ਦੋ	do
ਬਿੱਲੀਆਂ	billiyan
</s>	</s>
ਉਹ	uh
ਅਮਰ	amar
ਸਿੰਘ	singh
ਕਿੰਗਰਾ	kingaraa
ਦੇ	de
ਜੱਥੇ	jatthe
ਵਿੱਚ	vich
ਸ਼ਾਮਿਲ	shaamil
ਹੋਇਆ	hoya
</s>	</s>
ਬੋਸਟਨ	bostan
ਪਬਲਿਕ	public
ਲਾਈਬ੍ਰੇਰੀ	library
1848	1848
ਵਿਚ	vich
ਸਥਾਪਿਤ	sathaapit
ਹੋਈ	hoi
ਬੋਸਟਨ	boston
ਮੈਸੇਚਿਉਸੇਟਸ	maisechiusetas
ਸੰਯੁਕਤ	sanyukat
ਰਾਜ	raaj
ਵਿਚ	vich
ਮਿਊਂਸੀਪਲ	municipal
ਪਬਲਿਕ	public
ਲਾਇਬ੍ਰੇਰੀ	library
ਸਿਸਟਮ	system
ਹੈ	hai
</s>	</s>
ਇਨ੍ਹਾਂ	inhaan
ਦੇ	de
ਪੇਟੇਂਟ	patent
ਅਮਰੀਕਨ	amarikan
ਪੇਟੇਂਟ	patent
ਸਂ	s
.	.
821	821
393	393
ਵਿੱਚ	vich
ਦਾਵਾ	daavaa
ਕੀਤਾ	kita
ਗਿਆ	gaya
ਹੈ	hai
ਕਿ	ki
ਇਨ੍ਹਾਂ	inhaan
ਨੇ	ne
ਵਾਯੁਗਤੀਕੀਏ	vaayugatikie
ਕਾਬੂ	kaabu
ਦੀ	di
ਨਵੀਂ	navin
ਪ੍ਰਣਾਲੀ	pranaali
ਵਿਕਸਿਤ	vikasit
ਕੀਤੀ	kiti
ਹੈ	hai
ਜੋ	jo
ਜਹਾਜ਼	jahaaz
ਦੀਆਂ	diaan
ਸਤਹਾਂ	satahaan
ਵਿੱਚ	vich
ਬਦਲਾਵ	badalaav
ਕਰਦੀ	karadi
ਹੈ	hai
</s>	</s>
ਪ੍ਰਧਾਨ	pradhaan
ਕਾਵਿ	kaavi
ਕਿਆਰੀ	kiaari
ਸਿੰਬਲ	simbal
ਕੈਂਪਸ	campus
ਜੰਮੂ	jammu
ਕਸ਼ਮੀਰ	kashmir
</s>	</s>
ਕੁਝ	kujh
ਖਿਆਲਾਂ	khiaalaan
ਨੂੰ	nun
ਜਿਹੜੇ	jeharhe
ਅਗਦੋਂ	agadon
ਹੀ	hi
ਸਾਡੇ	saade
ਕੋਲ	kol
ਹੁੰਦੇ	hunde
ਹਨ,ਕਾਫ਼ੀ	han,kaafi
ਉੱਤੇ	utte
ਥੋਪ	thop
ਦਿੱਤਾ	dita
ਜਾਂਦਾ	jaandaa
ਹੈ	hai
</s>	</s>
ਇਸ	is
ਪਹਾਡੀ	pahaadi
ਖੇਤਰ	khetar
ਵਿੱਚ	vich
ਇੱਕ	ikk
ਗੁਫਾ	guphaa
ਹੈ	hai
ਜਿਨੂੰ	jinun
ਧਿਰਿਆ	dhiriaa
ਲਤਾ	lataa
ਗੁਫਾ	guphaa
ਦੇ	de
ਨਾਮ	naam
ਵਲੋਂ	valon
ਜਾਣਿਆ	jaaniaa
ਜਾਂਦਾ	jaandaa
ਹੈ	hai
</s>	</s>
ਇਹ	eh
ਕਾਲਜ	college
ਸਿਹਤ	sehat
ਅਤੇ	ate
ਪਰਿਵਾਰ	parivaar
ਭਲਾਈ	bhalaai
ਮੰਤਰਾਲੇ	mantaraale
ਤੇ	te
ਬਾਬਾ	baba
ਫਰੀਦ	farid
ਯੂਨੀਵਰਸਿਟੀ	university
ਆਫ਼	of
ਹੈਲਥ	health
ਸਾਇੰਸਿਜ਼	sciences
ਤੋਂ	ton
ਐਫੀਲੀਟਡ	affiliated
ਹੈ	hai
</s>	</s>
ਦੁਹੱਥੜਾ	duhattharhaa
ਤਿਹੱਥੜਾ	tehattharhaa
ਅਤੇ	ate
ਪੂਰੀ	puri
ਗਤੀ	gati
ਵਿਚ	vich
ਹੋ	ho
ਰਿਹਾ	reha
ਸਿਆਪਾ	siaapaa
ਭਾਵ	bhaav
ਦੀ	di
ਤੀਬਰਤਾ	tibarataa
ਦੇ	de
ਅਨੁਸਾਰ	anusaar
ਹੀ	hi
ਚੱਲਦਾ	challadaa
ਹੈ	hai
</s>	</s>
ਕਾਸ਼ਿਕਾ	kaashikaa
ਪਾਣਿਨੀ	paanini
ਅਸ਼ਟਧਿਆਯੀ	ashatadhiaayi
ਉੱਤੇ	utte
7ਵੀਂ	7vin
ਸਦੀ	sadi
ਈਸਵੀ	isavi
ਵਿੱਚ	vich
ਰਚਿਆ	rachiaa
ਗਿਆ	gaya
ਪ੍ਰਸਿੱਧ	prasiddh
ਟੀਕਾ	tikaa
ਹੈ	hai
</s>	</s>
ਉਸਨੇ	usne
ਸ਼ਹਿਰ	shehar
ਵਿੱਚ	vich
ਆਰੀਆ	aariaa
ਮਹਿਲਾ	mahilaa
ਸਮਾਜ	samaaj
ਦੀ	di
ਇੱਕ	ikk
ਸ਼ਾਖਾ	shaakhaa
ਸਥਾਪਿਤ	sathaapit
ਕੀਤੀ	kiti
</s>	</s>
ਅਗਸਤ	august
1891	1891
ਵਿਚ	vich
ਤਾਲਾਟੀ	taalaati
ਦੀ	di
ਤਨਖਾਹ	tanakhaah
ਗਰੀਬ	garib
ਹੋਣ	hon
ਦੇ	de
ਤੌਰ	taur
ਤੇ	te
ਦਰਜ	daraj
ਕੀਤੀ	kiti
ਗਈ	gai
ਹੈ	hai
</s>	</s>
ਵਿਆਹ	viaah
ਸਮੇਂ	samen
ਘੜੋਲੀ	gharholi
ਭਰਨਾ	bharanaa
ਇੱਕ	ikk
ਵਿਆਹ	viaah
ਦੀ	di
ਰਸਮ	rasam
ਹੈ	hai
</s>	</s>
ਸੁੱਤੀ	sutti
ਪਈ	pai
ਪ੍ਰਤਿਭਾ	pratibhaa
ਹੁਣ	hun
ਜਾਗ੍ਰਤ	jaagrat
ਹੋ	ho
ਉੱਠੀ	utthi
</s>	</s>
ਫ਼ੋਰਦਿਮਾਗ	foredimaag
:	:
ਇਹ	eh
ਸੇਰੇਬਰਮ	cerebrum
ਨਾਲ	naal
ਬਣਿਆ	baniaa
ਹੁੰਦਾ	hundaa
ਹੈ	hai
</s>	</s>
ਜਦੋਂ	jadon
ਫ਼ੋਰਮੈਨ	forman
ਚੈਕੋਸਲੋਵਾਕੀਆ	chakosalovaakiaa
ਛੱਡ	chhadd
ਕੇ	ke
ਸੰਯੁਕਤ	sanyukat
ਰਾਜ	raaj
ਅਮਰੀਕਾ	amarikaa
ਆ	aa
ਗਿਆ	gaya
ਤਾਂ	taan
ਉਸਦੀਆਂ	usadiaan
ਦੋਵਾਂ	dovaan
ਫ਼ਿਲਮਾਂ	filmaan
ਵਨ	one
ਫ਼ਲਿਊ	flew
ਓਵਰ	over
ਦ	the
ਕੁਕੂਜ਼	kukuz
ਨੈਸਟ	nest
ਅਤੇ	ate
ਅਮੇਡੀਅਸ	amedias
ਨੂੰ	nun
ਬਹੁਤ	bahut
ਸਫ਼ਲਤਾ	safalataa
ਮਿਲੀ	mili
ਅਤੇ	ate
ਇਹਨਾਂ	ehanaan
ਦੋਵਾਂ	dovaan
ਫ਼ਿਲਮਾਂ	filamaan
ਲਈ	lai
ਉਸਨੂੰ	usanun
ਸਭ	sabh
ਤੋਂ	ton
ਵਧੀਆ	vadhiaa
ਨਿਰਦੇਸ਼ਨ	niradeshan
ਲਈ	lai
ਅਕਾਦਮੀ	akaadami
ਇਨਾਮ	inaam
ਮਿਲਿਆ	miliya
</s>	</s>
ਭਾਰਤ	bharat
ਦੇ	de
ਰਾਸ਼ਟਰਪਤੀ	raashatrapati
ਸੈਨਾਪਤੀ-ਮੁੱਖ	sainaapati-mukkh
ਚ	ich
ਫੌਜ	fauj
ਦੇ	de
ਤੌਰ	taur
ਤੇ	te
ਸੇਵਾ	sevaa
ਕਰਦਾ	karadaa
ਹੈ	hai
</s>	</s>
ਨਹਿਰ	nahir
ਦੇ	de
ਵਾਤਾਵਰਣ	vaataavaran
ਅਤੇ	ate
ਸਮਾਜਿਕ	samaajik
ਪ੍ਰਭਾਵਾਂ	prabhaavaan
ਦੇ	de
ਵਿਰੁੱਧ	viruddh
ਰੋਸ	ros
ਅਤੇ	ate
ਵਿੱਤ	vitt
ਸੰਬੰਧੀ	sambandhi
ਪ੍ਰਸ਼ਨਾਂ	prashanaan
ਨੇ	ne
ਪ੍ਰੋਜੈਕਟ	project
ਬਾਰੇ	baare
ਸ਼ੱਕ	shakk
ਪੈਦਾ	paidaa
ਕਰ	kar
ਦਿੱਤਾ	dita
ਹੈ	hai
</s>	</s>
ਇਹਨਾਂ	ehanaan
ਦੇ	de
ਨਾਵਲਾਂ	naavalaan
ਵਿੱਚ	vich
ਇਹਨਾਂ	ehanaan
ਨੇ	ne
ਸਮਾਜਿਕ	samaajik
ਬੁਰਾਈਆਂ	burayan
ਆਰਥਿਕ	aarathik
ਅਸਮਾਨਤਾ	asamaanataa
ਸਮਾਜ	samaaj
ਵਿਚਲੇ	vichale
ਭ੍ਰਿਸ਼ਟਾਚਾਰ	bhrishataachaar
ਪਾਖੰਡ	paakhand
ਬਦਚਲਣੀ	badachalani
ਵੱਢੀਖੋਰੀ	vaddhikhori
ਅਤੇ	ate
ਫਿਰਕੂ-ਜਨੂੰਨ	phiraku-janunn
ਆਦਿ	aadi
ਨੂੰ	nun
ਨੰਗਾ	nangaa
ਕੀਤਾ	kita
ਹੈ	hai
</s>	</s>
ਜਿੱਥੇ	jitthe
ਬੀਬੀ	bibi
ਜੀ	ji
ਨੂੰ	nun
ਗੁਰੂ	guru
ਜੀ	ji
ਨੇ	ne
ਵਰ	var
ਦਿੱਤਾ	dita
ਕਿ	ki
ਲੋਕ	lok
ਸਿੱਖੀ	sikkhi
ਤੇਰੇ	tere
ਘਰ	ghar
ਤੋਂ	ton
ਲੈ	lai
ਕੇ	ke
ਜਾਣਗੇ	jaanage
</s>	</s>
ਹੋਰ	hor
ਤੁਲਨਾਤਮਕ	tulanaatamak
ਕਾਰਨਾਂ	kaaranaan
ਵਿੱਚ	vich
ਕੀਮੋਥੈਰੇਪੀ	chemotherapy
ਵੈਕਸੀਨ	vaccine
ਪ੍ਰੋਟਾਮਾਈਨ	protaamaain
ਅਤੇ	ate
ਜੜੀ-ਬੂਟੀਆਂ	jarhi-butiaan
ਤੋਂ	ton
ਤਿਆਰ	tiaar
ਦਵਾਈਆਂ	davayan
ਸ਼ਾਮਲ	shaamal
ਹੋ	ho
ਸਕਦੀਆਂ	sakadiaan
ਹਨ	han
</s>	</s>
ਉਸ	us
ਸਮੇਂ	samen
ਦੌਰਾਨ	dauraan
ਜਦੋਂ	jadon
ਟੀਪੂ	tipu
ਸੁਲਤਾਨ	sultaan
ਨੇ	ne
ਮਾਲਾਬਾਰ	maalaabaar
ਉੱਤੇ	utte
ਹਮਲਾ	hamalaa
ਕੀਤਾ	kita
ਸੀ	si
ਤਾਂ	taan
ਉਹ	uh
ਤਰਾਵਣਕੋਰ	taraavanakor
ਵਿਖੇ	vikhe
ਬੰਦੀਵਾਸ	bandivaas
ਤੇ	te
ਰਹੀ	rahi
</s>	</s>
ਦੇਵੀ	devi
ਕਾਮਾਸ਼ੀ	kaamaashi
ਨੂੰ	nun
ਸ਼੍ਰੀ	shri
ਵਿਦਿਆ	vidya
-	-
ਸ਼੍ਰੀ	shri
ਲਲਿਤਾ	lalitaa
ਮਹਾਂ	mahaan
ਤ੍ਰਿਪੁਰੀਸੁੰਦਰੀ	tripurisundari
-	-
ਦਾ	daa
ਪ੍ਰਤੀਨਿਧ	pratinidh
ਮੰਨਿਆ	manniaa
ਜਾਂਦਾ	jaandaa
ਹੈ	hai
-	-
ਉਹ	uh
ਕਾਂਚੀ	kaanchi
ਚ	vich
ਸਰਬੋਤਮ	sarabotam
ਰਾਜ	raaj
ਕਰਦੀ	karadi
ਹੈ	hai
ਦੇਵੀ	devi
ਦਾ	daa
ਚਿੱਤਰ	chittar
ਸਾਲਾਗ੍ਰਾਮ	saalaagraam
ਸ਼ੀਲਾ	shilaa
ਦੇ	de
ਬਾਹਰ	baahar
ਉੱਕਰਿਆ	ukkariaa
ਗਿਆ	gaya
ਅਤੇ	ate
ਮੰਦਿਰ	mandir
ਚ	vich
ਵੀ	vi
ਮੇਰੁ	meru
ਸੈਲਗਰਾਮਾ	sailagaraamaa
ਦਾ	daa
ਬਣਿਆ	baniaa
ਹੋਇਆ	hoya
ਹੈ	hai
ਜਿਸ	jis
ਲਈ	lai
ਮੰਨਿਆ	manniaa
ਜਾਂਦਾ	jaandaa
ਹੈ	hai
ਕਿ	ki
ਰਿਸ਼ੀ	rishi
ਦੁਰਵਾਸ	duravaas
ਦੁਆਰਾ	duaaraa
ਪਵਿੱਤਰ	pavittar
ਕੀਤਾ	kita
ਗਿਆ	gaya
</s>	</s>
ਇਸ	is
ਪਹਾਡੀ	pahaadi
ਵਲੋਂ	valon
ਇੱਕ	ikk
ਜਲਸਤਰੋਤ	jalasatarot
ਝਰਨੇ	jharane
ਦੇ	de
ਰੁਪ	rup
ਵਿੱਚ	vich
ਪ੍ਰਵਾਹਿਤ	pravaahit
ਹੁੰਦਾ	hundaa
ਹੈ	hai
</s>	</s>
ਉਸ	us
ਦੇ	de
ਚਚੇਰੇ	chachere
ਭਾਈ	bhaai
ਨੇ	ne
ਅੰਬਰ	ambar
ਚ	vich
ਸ਼ਾਂਤੀਪੂਰਵਕ	shaantipuravak
ਉਡਦੇ	udade
ਇੱਕ	ikk
ਪਰਿੰਦੇ(ਹੰਸ	parinde(hans
ਨੂੰ	nun
ਮਾਰ	maar
ਸੁਟਿਆ	sutiaa
ਤੀਰ	teer
