තන්ත්‍රයන්ට	Thanthrayanta
අස්ථංගමය	asthangamaya
මෙනෙහි	menehi
කළ	kala
හැක.	heka.
</s>	</s>
දේශනය	Deshanaya
පවත්වනවා	pawathwanawa
ද	de
නැතිනම්	nethinam
තම	thama
දිවියේ	diviye
අවසන්	awasan
දින	dina
කිහිපය	kihipaya
තම	thama
පවුලේ	pawule
ය	aya
සමග	samaga
ගත	gatha
කරනවා	karanawa
ද	da
යන	yana
සිතුවිලි	sithuwili
අතර	athara
දෝලනය	dolanaya
වෙමින්	wemin
ඔහු	ohu
කාලය	kalaya
ගත	gatha
කළේය.	kaleya.
</s>	</s>
ඉර්ෆාන්	Irfan
ඛාන්,	khan,
කථිකයා	kathikaya
ලෙස	lesa
</s>	</s>
මෙවැනි	Mewani
අභීයෝග	abhiyoga
රැසක්	resak
වරින්	warin
වර	wara
මතු	mathu
වුවද	wuwada
ඒවා	ewa
සාක්	saark
සංවිධානයේ	sanvidanaye
ප‍්‍රගතියට	pragathiyata
එතරම්	etharam
බාධාකාරී	bhadakaree
නොවීය.	noweeya
</s>	</s>
අගයක්	Agayak
නැති	nethi
නොවන	nowana
පිළිතුරක්	pilithurak
පැවතීම	pewatheema
සඳහා,	sandaha,
</s>	</s>
ස්ත්‍රිය	Sthriya
සිටගෙන	sitagena
හෝ	ho
පුටුවක	putuwaka
වාඩිවී	wadiwee
සිටින	sitina
විට	wita
පුරුෂයා	purushaya
දන	dana
ගසාගෙන	gasagena
තම	thama
මුවින්	muwin
යෝනිය	yoniya
හා	ha
භගමණිය	hagamaniya
උරාබීම	urabeema
හා	ha
ලෙවකෑම.	lewakema.
</s>	</s>
බහුතරයක්	Bahutharayak
ඊජිප්තුවේදීන්	igyptuwedeen
විශ්වාස	vishwasa
කරන්නේ	karanne
මෙය	meya
ඊජිප්තු	egyptu
පුරාණෝක්තිවේදයේ	puranokthiwedaye
හුදු	hudu
සංකේතාත්මක	sankethathmaka
රූ	roo
පමණක්	pamanak
බව	bhawa
ය.	ya.
</s>	</s>
සිංගප්පුරුව,	Singappooruwa,
චීනය,	cheenaya,
ඉන්දියාව	indiyawa
හා	ha
ජපානය	japanaya
යන	yana
රටවලින්	ratawalin
සමන්විත	samanwitha
සන්ධානයක්	sandhanayak
ඩොලර්	dollar
මිලියන	milliona
500	500
ක්	k
නව	nawa
විශ්ව	wishwa
විද්‍යාලය	vidyalaya
තැනීමටත්,	Theneematath,
තවත්	thawath
ඩොලර්	dollar
මිලියන	milliona
500	500
ක්	k
අවශ්‍ය	awashya
යටිතල	yatithala
පහසුකම්	pahasukam
ඇති	athi
කිරීම	kireema
සඳහාත්	sandahath
රැස්	res
කිරීමට	kireemata
බලාපොරොත්තු	balaporoththu
වේ.	we.
</s>	</s>
කෙසේවෙතත්,	Kesewethath,
මෙම	mema
ක්‍රියා	kriya
පිළිවෙත	piliwetha
එකල	ekala
වන	wana
විට	wita
හොඳින්	hondin
තහවුරුව	thahawuruwa
තිබූ	thiboo
අතර	athara
19වන	19wana
සියවස	siyawasa
දක්වා	dakwa
අඛණ්ඩව	akhandawa
භාවිතා	bhawitha
වුනි.	wuni.
</s>	</s>
ජ්‍යාමිතියේ	Jyamithiye
දී	di
පිරමීඩයක්	pirameedayak
(ඉංග්‍රීසි:	(english
Pyramid)	Pyramid)
යනු	yanu
ත්‍රිකෝණාකාර	thrikonakara
මුහුණත්	muhunath
සතරකුත්	satharakuth
චතුරස්‍රාකාර	chathurashakara
පාදමකුත්	padamakuth
සහිත	sahitha
වස්තුවකි.	wasthuwaki.
</s>	</s>
තමන්ට	Thamantha
සරදම්	saradam
කරන්නේ	karanne
යැයි	yei
සිතන	sithana
ඉන්දු	indu
ඔහුව	ohuwa
නොමඟ	nomaga
යවයි.	yawai.
</s>	</s>
එමෙන්ම	Emenma
ශාක	shaka
වැඩි	wedi
වශයෙන්	washayen
දක්නට	daknata
ලැබෙන	labena
ප්‍රදේශ	pradesha
වලද	welada
විහේෂයෙන්	visheshayen
අක්ෂාංශ	akshansha
14	14
ට	ta
වැඩි	wedi
ප්‍රතිකුල	prathikula
ගඟ	ganga
සහිත	sahitha
ප්‍රදේශ	pradesha
වලද	walada
දැක	deka
ගත	gatha
හැකිය.	hekiya.
</s>	</s>
අනුරාධපුරයේ	Anuradhapuraye
රජ	raja
ලෙසින්	lesin
පිලිය	piliy
මාර	mara
රාජ්‍ය	rajya
පාලනය	palanaya
සිදු	sidu
කලේ	kale
ක්‍රිපූ	kripu
91	91
සිට	sita
ක්‍රිපූ	kripu
90	90
දක්වා	dakwa
වෙයි.	wei.
</s>	</s>
මෙහි	Mehi
ඊට	eta
අමතරව	amatharawa
ඇල්කේන,	alkena,
ඩ්‍රැගන්ස්	dragons
බ්ලඩ්	blood
(වර්ණය	(warnaya
සඳහා)	sandaha)
සහ	saha
වයින්	vine
(වර්ණය	(warnaya
සඳහා)	sandaha)
වැනි	wani
විවිධාකාර	vividhakara
ද්‍රව්‍ය	drawya
අඩංගු	adangu
වේ.	we.
</s>	</s>
එහෙයින්	Ehein
පෘතුගිසින්ගේ	pruthugeesinge
මුල්ම	mulma
ආක්‍රමණ	akramana
කොට්ටේ	kotte
රාජධානියට	rajadhaniyata
එරෙහිව	erehiwa
සිදුවිය.	sidhuwiya.
</s>	</s>
විශේෂයෙන්ම	Wisheshayenma
මුක්කුවාර්වරු	mukkuwarwaru
ජීවත්වූ	jeewathwuu
මාන්තිව්,	manthiwu,
නාවක්කුඩා,	nawakkuda,
හා	ha
මාන්පුරි	manpuri
ප්‍රදේශවලටද	pradeshawalatada
එතුමන්ගේ	ethumange
සේවය	sewaya
හිමිවිය.	himiwiya.
</s>	</s>
තවත්	Thawath
වැදගත්	wedagath
නිගමනයක්	nigamanayak
වන්නේ,	wanne,
ඩොප්ලර්	doplar
ආචරණය	awaranaya
පොදුවේ	poduwe
කාලය	kalaya
මත	matha
ද	da
රඳා	randa
පවතින	pawathina
බව	bhawa
යි.	i.
</s>	</s>
1993	1993
සිට	sita
ඔවුන්ට	owunta
ස්වයංක්‍රිය	swayankreeya
ගිනි	gini
අවි	awi
නිකුත්	nikuth
කර	kara
ඇත.	atha.
</s>	</s>
බිම්මල්	Bimmal
වගාවේ	wagawe
සාර්ථකත්වය	sarthakathwaya
රඳා	randa
පවතින්නේ	pawathinne
උසස්	usas
ගුණාත්මකභාවයෙන්	gunathmakabhawayen
යුත්	yuth
බීජ	beeja
පැකට්	packet
තෝරාගැනීම	thoraganeema
තුළින්ය.	thulinya.
</s>	</s>
මට	Mata
මෙය	meya
සොයා	soya
දෙන්න.	denna.
</s>	</s>
මේ	Me
ආකාරයට	akarayata
රෝග	roga
සුව	suwa
කර	kara
ගැනීම	ganeema
සඳහා	sandaha
අභිචාරාත්මක	abhicharathmaka
ප‍්‍රතිකාරයන්ට	prathikarayanta
නැඹුරු	namburu
වීම	weema
කෙරෙහි	kerehi
බලපාන	balapana
සාධක	sadhaka
ඔවුන්ගේ	owunge
සංස්කෘතිය	sanskruthiya
හා	ha
බැඳී	bandee
පවතින	pawathina
බව	bawa
පෙනේ.	pene.
</s>	</s>
මෙසේ	Mese
සමාජයේ	samajaye
වැදගත්	wedagath
ස්ථානයක්	sthanayak
හිමි	himi
කර	kara
ගන්නා	ganna
පවුල	pawula
තුළ	thula
මව,පියා,දරුවන්	mawa,piya,daruwan
ආදී	adee
ලෙස	lesa
කොටස්	kotas
කීපයක්	keepayak
සිටින	sitina
අතර	athara
ඔවුනොවුන්	ownowun
කෙරෙහි	kerehi
පවතින්නා	Pawathinna
වූ	woo
අන්‍යෝන්‍ය	anyonya
යුතුකම්	yuthukam
සහ	saha
වගකීම්	wagakeem
මූලික	moolika
කර	kara
ගෙන	gena
ඒ	e
කී	kee
පවුල්	pawul
සංස්ථාව	sansthawa
ඉදිරියට	idiriyata
ගමන්	gaman
කරනු	karanu
ලබයි.	labai.
</s>	</s>
අනෙකුත්	Anekuth
ස්ථාන	sthana
පහ	paha
තෝරා	thora
ගනු	ganu
ලබන්නේ	labanne
සුදුසුකම්	sudusukam
ලැබීම	labeema
සඳහා	sandaha
වන	wana
ප්‍රාදේශීය	pradeshiya
තරග	tharanga
මාලාවක්	malawak
තුලින්	thulin
වන	wana
අතර,	athara,
එක්	ek
එක්	ek
ජාත්‍යන්තර	jathyanthara
ක්‍රිකට්	Cricket
කවුන්සිල	councila
(අයිසීසී)	(icc)
ප්‍රවර්ධන	prawardena
පෙදෙස්	pedes
(අප්‍රිකාව,	(africa,
ඇමරිකාවන්,	americawan,
ආසියාව,	asia,
නැගෙනහිර	negenahira
ආසියානු-ශාන්තිකර,	asia-shanthikara,
සහ	and
යුරෝපය)	europe)
සඳහා	sandaha
එත්	ek
ස්ථානය	sthanaya
බැගින්	begin
ප්‍රදානය	pradhanaya
කෙරෙයි.	kerei.
</s>	</s>
නමුත්	Namuth
මෙය	meya
එකල	ekala
බොහෝ	boho
දෙනා	dena
දන්නා	danna
කරුණක්	karunak
වූ	woo
බැවින්	bewin
නව	nawa
සොයා	soya
ගැනීමක්	ganeemak
වූවේ	woowe
නැත.	netha.
</s>	</s>
ඔහු	Ohu
ගත්	gath
ක‍්‍රියා	kriya
මාර්ගයේ	margaye
ඵලය	palaya
දකින්නට	dakinnata
පෙර	pera
ඔහු	ohu
ඝාතනය	ghathanaya
කරනු	karanu
ලැබුවද	labuwada
බංගලාදේශ	bangladesha
රජය	rajaya
සියා-	siya-
උර්-	ur-
රහමන්ගේ	rahamange
අදහස	adahasa
අනුව	Anuwa
දිගින්	digin
දිගටම	digatama
කටයුතු	katayuthu
කිරීම	kireema
නිසා	nisa
සහයෝගිතාවය	sahayogithawaya
උදෙසා	udesa
‘සාක් ’	'saarc'
නම්	nam
වූ	woo
සංවිධානය	sanwidhanaya
බිහිකර	bihi kara
ගත	gatha
හැකි	heki
විය.	wiya.
</s>	</s>
ගම්සන්සාහි	Gamsansahi
සිටගත්	sitagath
ශෛලමය	shailamaya
මෛත්‍රෙව	maithrew
බෝධිසත්ත්ව	bodhisathwa
ප්‍රතිමාව,	prathimawa,
කොරියාවේ	koriyawe
ජාතික	jathika
කෞතුකාගාරය,	kauthukagaraya,
සෝල්	soal
</s>	</s>
මුද්‍රිත	Mudritha
මාධ්‍යයේ	madyaye
බොහෝ	boho
අංශ	ansha
මෙන්	men
ලුහුඩු	luhundu
දැන්වීම්	danweem
ද	da
අන්තර්ජාලයට	antharjalayata
ඇතුලුවී	athuluwee
ඇත.	atha.
</s>	</s>
එබැවින්	Ebawin
අවශ්‍ය	awashya
ඖෂධ	aushada
පිළිබඳ	pilibanda
උපදෙස්	upades
ලබාගත්	labagath
හනුමාන්	hanuman
එක	eka
පිම්මෙන්ම	pimmenma
දඹදිවට	dambadivata
ගොස්	gos
එහි	ehi
හිමාලය	himalaya
වනාන්තරයේ	wanantharaye
ඖෂධ	aushada
උද්‍යානයට	udyanayata
පිවිසෙයි.	pivisei.
</s>	</s>
ධාර්මික-අධාර්මික	Dharmika-adharmika
</s>	</s>
බෞද්ධ	Bauddha
සංගමය	sangamaya
</s>	</s>
පකිස්තානයෙහි	Pakistanayehi
පෙහෙකම්	pehekam
කර්මාන්තය	karmanthaya
සඳහා	sandaha
ප්‍රාථමික	prathamika
ආදායනය	aadayanaya
එය	eya
වෙයි.	wei.
</s>	</s>
බණ්ඩාරනායක	Bandaranaike
මැතිතුමා	mathithuma
ලංකාවෙහි	lankawehi
සතරවන	satharawana
අග්‍රාමාත්‍යවරයා	agramathyawaraya
බෞද්ධ	bauddha
භික්ෂුවක්	bhikshuwak
ලෙස	lesa
වෙස්වලා	weswala
ගත්තකු	gaththaku
සිදුකළ	sidukala
වෙඩි	wedi
තැබීමෙන්	thabeemen
මරණයට	maranayata
පත්වූහ.	pathwooha.
</s>	</s>
වායු	Vayu
තලබමරය	thalabamaraya
යනු	yanu
මූලධර්මයන්	muladarmayan
අතින්	athin
හුමාල	humala
තලබමරයට	thalabamarayata
සමාන	samana
වූ	wu
භ්‍රමණ	bhramana
යන්ත්‍රයකි.	yanthrayaki.
</s>	</s>
මෙම	Mema
කතාමාලාව	kathamalawa
විකාශය	wikashaya
ආරම්භ	aramba
කරන	karana
ලද්දේ	ladde
2014	2014
අප්‍රේල්	april
15	15
දින	dina
සී	c
ටීවී	tv
නාලිකාව	nalikawa
ඔස්සේ	osse
ය.	ya.
</s>	</s>
කන්පෙති	Kanpethi
මුහුණේ	muhune
පෙනුම	penuma
සඳහා	sandaha
දායක	dayaka
වේ.	we.
</s>	</s>
මෙය	Meya
පළතුරක්	palathurak
වශයෙන්	washayen
භාවිතයට	bhawithayata
ගනී.	gani.
</s>	</s>
කවදා	Kawada
හෝ	ho
තම	thama
මව	mawa
මැරෑ	maroo
පලිය	paliya
පියාගෙන්	piyagen
ගැනීමට	ganeemata
සිතූ	sithu
මෙම	mema
කුමරා	kumara
විෂ	wisha
මුසු	musu
ගෙඩි	gedi
කොළ	kola
එකතු	ekathu
කොට	kota
විෂ	wisha
ගුලි	guli
18ක්	18k
නිපදවූ	nipadawoo
අතර	athara
එය	eya
දුටු	dutu
ශක්‍රයා	shakraya
විෂ	wisha
දිය	diya
ඉස	isa
යකුන්	yakun
18දෙනකු	18deneku
මැවූ	mawuu
බවත්	bhawath
ඔවුන්	owun
දහඅට	dahaata
සන්නිය	sanniya
නමින්	namin
ප්‍රසිද්ධ	prasiddha
විය.	wiya.
</s>	</s>
දුවිලි	Dhuwili
ඇල	ela
නම්	nam
කුඩා	kuda
ඔය	oya
මේ	me
ඇල්ල	alla
නිර්මාණය	nirmanaya
කරයි.	karai.
</s>	</s>
සබරගමු	Sabaragamu
පළාතේ	palathe
රත්නපුර	ratnapura
දිස්‌ත්‍රික්‌කයේ	distrikkaye
බළන්ගොඩ	balangoda
ප්‍රාදේශීය	pradeshiya
ලේකම්	lekam
කොට්‌ඨාසයේ	kottashaye
තන්ජන්තැන්න	thanjangenna
ග්‍රාමසේවා	gramaseva
වසමට	wasamata
අයත්	ayath
කූරගල	kuragala
හා	ha
පිටුවන්ගල	pituwangala
කටාරම්	kataram
සහිත	sahitha
බ්‍රාහ්මී	brahmi
අක්‌ෂර	akshara
යුත්	yuth
ගල්	gal
ලෙන්	len
ආරණ්‍ය	aranya
සේනාසනයකි.	senasanayaki.
</s>	</s>
දැඩි	Dedi
තැනැත්තකු	thenaththaku
වන	wana
සරූගේ	saruge
පියා	piya
එම	ema
දෙදෙනා	dedena
කිසිදු	kisidu
ලැජ්ජාවකින්	lajjawakin
තොරව	thorawa
සිපවැළඳ	sipawelanda
ගන්නා	ganna
අයුරු	ayuru
දැක	deka
කෝපයට	kopayata
පත්වේ.	pathwe.
</s>	</s>
උතුරින්	Uthurin
සහ	saha
නැගෙනහිරින්	neganahirin
මධ්‍යධරණි	madyadaranee
මුහුදට	muhudata
සීමාවේ.	seemawe.
</s>	</s>
පළාත්	Palath
සභා	sabha
කැබිනට්	cabinet
මණ්ඩලය	mandalaya
පත්	path
කිරීම	kireema
මහා	maha
ඇමතිවරයාගේ	amathiwarayage
උපදෙස්	upades
මත	matha
ආණ්ඩුකාරවරයා	andukarawaraya
විසින්	wisin
සිදු	sidu
කරනු	karanu
ලබන	labana
අතර	athara
එය	eya
ප්‍රධාන	pradhana
අමාත්‍යවරයාද	amathyawarayada
ඇතුළුව	athuluwa
සාමාජිකයන්	samajikayan
04කට	04kata
නොවැඩි	nowadi
විය	wiya
යුතුයි.	yuthui.
</s>	</s>
මෙය	Meya
කෝවිලේ	kowile
ඇති	athi
උසම	usama
නිර්මානයයි.	nirmanayai
</s>	</s>
බටහිර	Batahira
සමාජයන්හි	samajayanhi
නෙරා	nera
ආ	aa
කන්	kan
(යුරෝපීය	(yuropeeya
ජාතීන්ගෙන්	jathingen
5%ක	5%ka
පමණ	pamana
දක්නට	daknata
ලැබෙයි)	labei)
අසමමිතික	asamamithika
වූ	wu
හෙයින්	heyin
එය	eya
අකර්ෂණීය	akarshaneeya
නොවන	nowana
