پاڪستان	Pakistan
۽	aen
فنن	fanun
جو	jo
درس	darus
ڏنو	dino
ويندو	windo
هو.	ho.
</s>	</s>
سندس	sandas
مضمون	mazmoon
اڪثر	aksar
ڪري	kare
ڌرمي.	dhrme.
</s>	</s>
پاڪستان	pakistan
جي	je
قديم	qadim
ترين	tren
سڙڪ	sdrk
”گرانڊ	"grunad
ٽرنڪ	ttrnk
روڊ“	rod"
جي	je
نالي	naale
سان	saan
مشهور	mashuru
آهي،	ahe,
جيڪا	jekaa
سورهين	sorahen
صدي	sadi
عيسويءَ	aesoea
۾	men
شيرشاهه	shershah
سوريءَ	swaria
ٺهرائي	thharaie
هئي.	hui.
</s>	</s>
لطف	ltf
-الله-	allah
خيرمحمد	khermuhammad
پليءَ	palea
هن	hin
ڪتاب	kitaab
جو	jo
پهريون	pahriyun
ڇاپو،	chhapo,
آفتاب	aaftab
پرنٽنگ	printing
پريس،	press,
حيدرآباد	Hyderabad
مان	maan
سال	saala
1939ع	1939a
۾	men
ڇپائي	chhpaae
پڌرو	padhiro
ڪيو.	kayo.
</s>	</s>
مثال:	misal:
”دشمن	"dushman
نه	na
هجئي،	hjie,
ته	ta
گهر	gharu
۾	men
ٻير	bir
پوکِ.“	pokhi."
</s>	</s>
هيءُ	heu
ڪتاب	kitaab
محمد	muhammad
اسحاق	ashak
جو	jo
لکيل	likhiyal
آهي	ahe
،	,
جنهن	jahin
جي	je
قيمت	qeemat
هڪ	hiku
آنو	aano
ڄاڻايل	jaanaayal
آهي	ahe
.	.
</s>	</s>
ڪچريون	kchreon
(نالا:	(naalaa:
ع.	a.
شمام،	shmam,
ف.	fb.
دستنبويه،	dstinboeh,
هه.	c.
وغيره	wagaira
ڪچري،	kchre,
بالڪا	balkaa
۽	aen
ڪومين	komen
ڪاچڪ.)	kaachk.)
</s>	</s>
ٻگهين	bghen
جي	je
شورش	shorsh
کي	khe
بند	band
ڪرڻ	karanu
لاءِ	laai
سيوهڻ	sewhan
آيو.	aayo.
</s>	</s>
هن	hin
جو	jo
”سارنگ	"saarang
سنگيت“	sangita"
ڪلب	kulb
لاڙڪاڻي	laarkaane
۽	aen
”آرٽ	"arts
ڪائونسل	council
آف	of
-پاڪستان-“	pakistan"
لاڙڪاڻي	laarkaane
سان	saan
واسطو	wasto
آهي.	ahe.
-استاد-	ustaad
-انور-	anoor
علي	ali
ريڊيو	redio
-پاڪستان-	pakistan
حيدرآباد	hyderabad
تي	te
1975ع	1975
ڌاري	dhaare
پرفارم	parafarm
ڪيو.	kayo.
</s>	</s>
آريا	aaryaa
سرد	sird
علائقن	ilaiqan
جا	jaa
رھواسي	rhoase
ھئا،	huaa,
ان	una
ڪري	kare
باھ	bah
جھڙي	jhdre
قدرتي	qudrate
عنصر	ansr
جي	je
کين	khen
سخت	sakht
ضرورت	zaroorat
ھئي،	hui,
ان	una
ئي	ie
باھ	bah
کي	khe
قائم	qaaim
رکڻ	rakhanu
سان	saan
سندن	sandan
گھر	gharu
گرم	garam
رھي	rahe
سگھيا	saghea
ٿي،	thi,
باھ	bah
جا	jaa
اڪثر	aksar
آتش	aatsh
ڪده	kdh
به	bi
انھن	unhan
ئي	ie
سرد	sird
علائقن	ilaiqan
۾	men
ڏسڻ	disanu
۾	men
اچن	achan
ٿا.	thaa.
</s>	</s>
10	10
مئي	may
–	-
ميرٺ	meerth
جي	je
فوجي	foji
ڇاؤڻي	chhaanre
سان	saan
ھندوستان	hinadostuna
جي	je
پھرين	pharen
جنگ	jang
آزادي	aazaadi
جو	jo
آغاز	aagaz
ٿيو.	thiyo.
</s>	</s>
پنجابي	panaabe
مهاجرن	mhaajrn
جي	je
پارٽي،	paarti,
فيبروري	february
1915ع	1915a
۾	men
هندستان	hindustan
مان	maan
روانو	rawaanu
ٿي.	thi.
</s>	</s>
ويچارڻ	oechaarnr
گهرجي	ghurje
ته	ta
ستاويهه	sataoehh
ڊگريون	dgreon
پور	pur
وڇوٽ	ochhwati
گذرڻ	gzrnr
کان	khan
هڪدم	hikdam
پوءِ	poi
درياه	daruyaah
هڪ	hiku
عام	aam
فطري،	ftre,
ڏکڻ-اولهه	dakhanuolaha
وارو	waro
رخ	rukh
ڇڏي	chhade
سر	sir
ڏکڻ	dakhanu
ڇو	chho
وهي	ohe
پيو؟	piyo?
</s>	</s>
ان	una
وڻن	wanan
جا	jaa
پن	pn
ننڍا	nandhaa
ٿين	thiyan
ٿا	thaa
پر	para
ڪنڊا	kundaa
وري	wari
وڏا	wadaa
ٿين	thiyan
جيڪي	jeke
گاھ	gah
کائيندڙ	khianddr
جانورن	janwaran
کان	khan
وڻ	wanu
جي	je
حفاظت	hfazt
ڪندا	kandaa
آهن.	ahin.
</s>	</s>
سيد	sayad
حسام	hsaam
الدين	aldinu
راشدي.	rashde.
</s>	</s>
ان	una
ذريعي	zariay
ٻن	bin
تڪراري	tkarare
ڌرين	dhren
۾	men
عروج	aroj
تي	te
پهتل	phitil
ڇڪتاڻ	chhktunu
کي	khe
گهٽائڻ	ghatainr
۽	aen
ويڙهه	oedrhh
لاءِ	laai
تيار	tayaar
ڌرين	dhren
کي	khe
ٺاري	thare
سرچاءَ	sirchaa
واري	ware
رخ	rukh
۾	men
وٺي	wathee
وڃڻ	wajan
لاءِ	laai
سفارتڪاريءَ	sfaratukaaria
سميت	samet
هڙئي	hdrie
امن	aman
ڀريا	bharea
طريقا	treka
آزمايا	aazmayaa
ويندا	windaa
آهن.	ahin.
</s>	</s>
ان	una
جزيري	jzere
جو	jo
نالو	naalo
يوٽوپيا	utopiyaa
(خيالي)	(khayaali)
آهي.	ahe.
</s>	</s>
وشال،	oshal,
اڻکٽ	unukhtt
ڪائنات	kaainaat
۾	men
سج	siju
اسان	asan
جي	je
ويجهو	wejho
۽	aen
ڏاڍو	daadho
روشن	roshan
آهي،	ahe,
ان	una
ڪري	kare
اسان	asan
جي	je
نظر	nazara
جتي	jite
کٽي	khate
ٿي	thi
اتي	ute
آسمان	aasmaan
نظر	nazara
اچي	ache
ٿو	tho
۽	aen
اسان	asan
ان	una
کي	khe
اڀ	abh
يا	yaa
آسمان	aasmaan
سمجهون	smjhon
ٿا.	thaa.
</s>	</s>
ڪرائون	karaion
سائيز	saaiz
واري	ware
هن	hin
ڪتاب	kitaab
جو	jo
جلد	jald
ڪچو	kcho
آهي،	ahe,
جنهن	jahin
۾	men
صفحا	sufhaa
138	138
آهن	ahin
۽	aen
قيمت	qeemat
3	3
رپيا	rupayaa
ڄاڻايل	jaanaayal
آهي.	ahe.
</s>	</s>
جوهري	johare
توانائيءَ	tounaaiea
جي	je
دريافت	daruyaaft
انساني	insaani
تاريخ	tareekh
۾	men
هڪ	hiku
نئين	naen
باب	baabu
جو	jo
اضافو	azafo
ڪيو	kayo
آهي.	ahe.
</s>	</s>
اھيو	uheo
ظاھر	zahar
ٿو	tho
ڪري	kare
ته	ta
ھن	hin
جي	je
مٿاڇري	mthaachhre
واري	ware
برف	brf
جي	je
ھيٺان	hithuna
پاڻياٺ	paaniuthu
۾	men
پاڻي	paani
پڻ	pinu
موجود	mojod
ھوندو.	hondo.
</s>	</s>
ھن	hin
بڻياد	bnryaad
يا	yaa
فائلم	failm
واري	ware
پھرين	pharen
جنس	jins
1991	1991
۾	men
دريافت	daruyaaft
ٿي	thi
جنھن	jahin
جو	jo
نالو	naalo
ايسڊوبئڪٽيريم	aesdobikterem
ڪيپسوليٽم	kepswalidttm
رکيو	rakhiyo
ويو.	wayo.
</s>	</s>
وغيره___	wagaira___
ڇوهارا،	chhohaara,
مقلقل،	mklkl,
برقوم	brqoama
۽	aen
خرماخوڪ.	khrmakhok.
</s>	</s>
سنڌي	sindhi
زبان	zibaan
سنڌ	Sindh
جي	je
اردوءَ	urdua
سان	saan
گڏ	gadu
سرڪاري	sarkaari
زبان	zibaan
آهي،	ahe,
پر	para
سنڌ	Sindh
واسين	oaseen
کي	khe
اعتراض	aatraz
آهي	ahe
ته	ta
سنڌي،	sindhi,
سنڌ	Sindh
جي	je
واحد	oahada
سرڪاري	sarkaari
۽	aen
دفتري	dftre
زبان	zibaan
هئڻ	huwan
گهرجي،	ghurje,
ڇو	chho
ته	ta
اردو	urdu
زبان	zibaan
کي	khe
پاڪستان	pakistan
۾	men
قومي	qomi
زبان	zibaan
حيثيت	hesyata
حاصل	haasil
هئڻ	huwan
ڪري	kare
ان	una
جي	je
حيثيت	hesyata
کي	khe
ڪو	ko
به	bi
نقصان	nuqsaan
رسڻ	rsnr
جو	jo
انديشو	unadesho
نه	na
آهي.	ahe.
</s>	</s>
ڪافي	kaafi
جي	je
اصل	asal
معنيٰ	main
آهي	aahe
خالي	khaai
ٿيل	thiyal
جاءِ	jaai
ڀرڻ	bharnr
۽	aen
ان	una
جو	jo
عام	aam
استعمال،	istaemal,
مراد	muraad
حاصل	haasil
ڪرڻ	karanu
ٿئي	thiay
ٿو.“	tho."
</s>	</s>
شاهد	shaahd
پرنٽرس،	paranttrs,
حيدرآباد.	Hyderabad.
</s>	</s>
سسئي	ssie
پنھون	pnhon
</s>	</s>
رابرٽ	rabrtt
بوائل	boail
جو	jo
شمار	shmar
جديد	jadid
ڪيمسٽري	kemistere
جي	je
بانين	bunaen
مان	maan
ٿئي	thiay
ٿو.	tho.
</s>	</s>
آمريڪا	aamrika
جي	je
شهر	shahru
نيويارڪ	newiyark
جو	jo
هائي	haaie
اڏو	ado
ان	una
جي	je
نالي	naale
سان	saan
"جان	"jaan
ايف	F
ڪينيڊي	keenedi
ايئرپورٽ"	aeirpurtt"
سڏيو	sadiyo
ويندو	windo
آهي۔	ahe-
</s>	</s>
ويسٽ	wiyastt
پاڪستان	pakistan
گورنمينٽ	gornmentt
پريس	press
خيرپور.	kherpur.
</s>	</s>
ساوڻيءَ	saawanuea
جو	jo
مينهن	minhan
پڻ	pinu
سنڌ	Sindh
۾	men
اُتر	autr
اوڀر	obhar
کان	khan
ايندو	endo
آهي،	ahe,
تنهنڪري	tahinkare
پکي	pakhi
پکڻ	pkhnr
۽	aen
ماڻهو،	manhun,
سڀ	sabhu
کي	khe
اُتر	autr
جي	je
مينهن	minhan
جي	je
اُڪنڊ	aukunda
هوندي	hondi
آهي.	ahe.
</s>	</s>
اھيو	uheo
ڄاڻ	jaana
وٺڻ	wathan
جي	je
ڪوشش	koshish
ته	ta
سڀني	sabhni
ماھرين	maharen
جي	je
آھي.	aahe.
</s>	</s>
ڀاشا	bhasha
ديامير	deamir
ڊيم	dim
(انگريزي:	(angrezi:
Diamer-Bhasha	DiamerBhasha
Dam)،	Dam),
ڪنڪريٽ	knikrett
يا	yaa
پٿرن	patharun
سان	saan
جڙيل	jdrel
ڪشش	kshsh
ثقل	skl
ڊيم	dim
آهي،	ahe,
جيڪو	jeko
هن	hin
وقت	wakt
تعمير	taamir
جي	je
شروعاتي	shuruaate
مرحلن	mrhln
۾	men
آهي،	ahe,
هي	he
ڊيم	dim
سنڌو	sindhu
درياهه	darya
مٿان	mathan
گلگت	gulgt
بلتستان	bltstaan
واري	ware
علائقي	ilaiqe
۾	men
جوڙيو	jodreo
پيو	piyo
وڃي.	waji.
</s>	</s>
پر	para
اهڙو	ahro
گوشت	gosht
جلد	jald
کائڻ	khain
گهرجي	ghurje
نه	na
ته	ta
ستت	satat
ئي	ie
ڪنو	kano
ٿي	thi
ويندو.“	windo."
</s>	</s>
هربرٽ	harbrtt
اسپينسر	aspensir
لکيو	likhiyo
آهي	ahe
ته	ta
”هر	"har
انسان	insaan
پنهنجي	pahinje
مرضيءَ	mrzea
۽	aen
عمل	amalu
۾	men
آزاد	azaad
آهي.	ahe.
</s>	</s>
اسٽوريج	asttwarij
يا	yaa
ميموري	memwari
ڊوائيسز:	doaiesz:
اسٽوريج	asttwarij
ڊوائيز	doaiez
مان	maan
مراد	muraad
آهي	ahe
ته	ta
ڪا	kaa
به	bi
اهڙي	ahre
ڊوائيز	doaiez
جنهن	jahin
۾	men
ڪا	kaa
ڊيٽا/انفارميشن	ditta/unafarmeshn
ٻيهر	bihara
استعمال	istaemal
لاءِ	laai
محفوظ	mahfooz
ڪري	kare
سگھجي.	sghje.
</s>	</s>
جيڪڏھن	jekdhin
ڪنھن	kanhin
وٽ	wati
هن	hin
ڪتاب	kitaab
بابت	baabat
ڪا	kaa
ڄاڻ	jaana
آھي	aahe
ته	ta
براءِ	braai
مھرباني	mharbunae
مضمون	mazmoon
جي	je
تصحيح	tsahih
ڪريو.	kariyo.
</s>	</s>
ڪميٽيءَ	kametea
اها	uha
به	bi
رٿ	rth
ڏني	dini
ته	ta
ڪابينا	kaabena
ٻنهي	binhi
ايوانن	aeounan
آڏو	aado
جوابده	jawaabudh
هجي.	huje.
</s>	</s>
سندس	sandas
ستن	stin
پٽن	putun
مان	maan
چار	chaar
پٽ	putu
علم	ilimu
۽	aen
فضيلت	fzelt
سان	saan
بهرور	biror
ٿي	thi
آخوند	aakhond
جي	je
لقب	lkb
سان	saan
مشهور	mashuru
ٿيا،	thiyaa,
جهڙوڪ	jahrok
آخوند	aakhond
عبدالرحمان	abdalrhmaan
ڀٽي،	bhati,
آخوند	aakhond
الله	allah
بخش	bakhsh
ڀٽي،	bhati,
آخوند	aakhond
محمد	muhammad
صالح	saalih
ڀٽي،	bhati,
آخوند	aakhond
محمد	muhammad
دائود	daiod
ڀٽي.	bhati.
</s>	</s>
ساڳئي	sagie
وقت	wakt
انهن	unhan
خطن	khatun
مان	maan
اهو	uho
به	bi
ظاهر	zaahir
ٿئي	thiay
ٿو	tho
ته	ta
انند	unand
رام	raam
”مخلص“	"mkhls"
مير	meer
صاحب	saahiba
جو	jo
گهاٽو	ghaatto
دوست	dost
هو	ho
۽	aen
مير	meer
صاحب	saahiba
جي	je
معرفت	marft
”مخلص“	"mkhls"
جا	jaa
دهلي	dhali
سرڪار	sarkaar
جي	je
وزير	waziru
اعتمادالدوله	aatmadaaldolh
سان	saan
دوستي	doste
جا	jaa
تعلقات	tailqat
استوار	asatawaar
ٿيا	thiyaa
هئا.	huwa.
</s>	</s>
اڙدوءَ	adrdoa
جا	jaa
ليکڪ	lekhaku
هارايل	haarael
۽	aen
ڏتڙيل	dtdrel
دور	doru
جي	je
پيدائش	pedaaish
آھن.“	aahin."
</s>	</s>
جاني	jaani
بيگ	beg
جي	je
وفات	wafaata
کان	khan
پوءِ	poi
مرزا	mirzaa
غازي	gaze
جي	je
نابالغ	nabalg
هجڻ	hujan
ڪري	kare
ملڪ	mulku
جو	jo
سڄو	sajo
ڪاروهنوار	kaarohinawaar
خسرو	khsiro
هلائيندو	hliando
هو	ho
۽	aen
ان	una
جو	jo
سڄو	sajo
خاندان	khandaan
ان	una
ملڪ	mulku
۾	men
موج	moj
مستيون	masateon
ڪندو	kando
هو.	ho.
</s>	</s>
صحافي	shafee
انور	anoor
سيال	syaal
4	4
جنوري	january
1947ع	1947
تي	te
ڳوٺ	gothu
سيد	sayad
حاجي	haaji
ابراهيم	ibrahim
شاھ	shah
(ويجهو	(wejho
بڇيري	bchhere
ريلوي	reloe
اسٽيشن)	istashion)
۾	men
محمد	muhammad
بخش	bakhsh
سيال	syaal
جي	je
گهر	gharu
۾	men
جنم	janam
ورتو.	warto.
</s>	</s>
1990ع	1990a
۾	men
پهريون	pahriyun
ڀيرو	bhero
سندس	sandas
آڊيو	aadio
ڪيسٽون	kestton
مارڪيٽ	markett
۾	men
آيون.	aayon.
-اوڀر-	obhar
جي	je
ملڪن	mulkan
۾	men
هن	hin
جي	je
فن	fanu
جا	jaa
ايترا	aetra
ته	ta
قدردان	qadarduna
نڪري	nikre
آيا،	aayaa,
جو	jo
هن	hin
کي	khe
واشنگٽن	oashngtin
يونيورسٽيءَ	univaristia
۾	men
رهڻ	rahanu
جي	je
دعوت	daot
ڏني	dini
وئي	wai
۽	aen
اتي	ute
آمريڪين	aamarikeen
کي	khe
موسيقي	mwaseke
سيکاريندو	sekharendo
رهيو.	rahiyo.
</s>	</s>
بي. -ايس-	BS
ڊائو	Dow
ميڊيڪل	Medical
ڪاليج	College
ڪراچيءَ	Karachi
مان	maan
۽	aen
ايف -آر- سي -ايس-	FRCS
رائل	Royal
ڪاليج	College
آف	of
سرجن	Srugeon
ايڊنبرا	Edenberg
-برطانيا-	England
مان	maan
ڪئي.	kayi.
</s>	</s>
ڄؤرون	joroan
مينهن،	minhan,
ڳئن	gin
۽	aen
ٻڪرين	bkarin
جي	je
پاڻي	paani
پيئڻ	pian
وقت	wakt
انهن	unhan
جي	je
پيٽ	petu
۾	men
هليون	halyon
وينديون	windiyun
آهن	ahin
۽	aen
جانور	jaanwar
بيمار	bimaar
ٿي	thi
پوندا	ponda
آهن.	ahin.
</s>	</s>
سنگهار	sanghaar
سومري	somari
کان	khan
پوءِ	poi
سندس	sandas
زال	zaala
هيموُ	hemou
پاڻ	paan
ادڪ	adk
جي	je
ڪوٽ	kotu
۾	men
رهي	rahe
۽	aen
پنهنجن	pahinjan
سڳن	sgn
ڀائن	bhain
کي	khe
محمد	muhammad
طور	toru
۽	aen
ٿرڙيءَ	thardrea
۾	men
رکيائين.	rakheian.
</s>	</s>
هي	he
جلد	jald
جيڪو	jeko
مخدوم	makhdoom
صاحب	saahiba
مرتب	mratub
ڪيو،	kayo,
سو	so
به	bi
سَنَدن	sanadn
جي	je
سلسلي	silsile
۾	men
هڪ	hiku
موسوعات	mwasoaat
(انسائيڪلوپيڊيا)	(unasaaiekulopedyaa)
آهي.	ahe.
</s>	</s>
اڄڪلهه	ajukulhh
آتم	aatm
ڪٿا	kitha
۾	men
به	bi
تخليقي	takhliqe
عنصر	ansr
شامل	shaamil
ٿي	thi
ويو	wayo
آهي.	ahe.
</s>	</s>
وائي	oaie
بادي	bade
کي	khe
وڃائي	wajuaie
ٿي،	thi,
قوت	quwat
باهه	baahi
وڌائي	wadhaie
ٿي،	thi,
طعام	taam
کي	khe
هضم	hzm
ڪري	kare
ٿي،	thi,
ڏندن	dndn
۽	aen
مهارن	mhaarn
جي	je
مضبوطي	mazboote
۽	aen
وات	waat
جي	je
خوشبوءِ	khushboi
پيدا	pedaa
ڪرڻ	karanu
لاءِ	laai
مفيد	mfeed
آهي	ahe
</s>	</s>
اڌر	adhur
نڌر	ndhr
اڀري،	abhare,
آهيان	aahiyan
اسونهين	asonuhen
</s>	</s>
سبز	sbz
سڻيءَ	snrea
جي	je
کيٽ	khett
۾	men
اُٺ	auth
کي	khe
ڇڏڻ	chhdnr
اٺ	uthu
لاءِ	laai
ڀلو	bhlo
آھي.	aahe.
</s>	</s>
چورنگي	chorange
يا	yaa
چوراھو	choriho
اھڙي	ahdre
چوڪ	chok
کي	khe
چوندا	chawandaa
آھن	aahin
جتان	jitaan
کان	khan
ٻه	baa
رستا	rsataa
ھڪ	hiku
ٻئي	biay
کي	khe
ڪٽيندا	ktenda
آھن۔	aahin-
</s>	</s>
انساني	insaani
سماج	samaaj
۾	men
ٻارن	baaran
جي	je
تعليم	taileema
۽	aen
تربيت	trbet
سڀ	sabhu
کان	khan
اهم	ahim
۽	aen
سڀ	sabhu
کان	khan
ڏکيو	dkheo
ڪم	kam
آهي،	ahe,
ڇاڪاڻ	chhakaanu
ته	ta
ٻار	baaru
ئي	ie
مستقبل	msatakbl
جا	jaa
معمار	mamar
آهن	ahin
۽	aen
اهي	uhe
ئي	ie
مستقبل	msatakbl
۾	men
اهم	ahim
ذميواريون	zmewariyun
سنڀالين	sanbhalen
ٿا،	thaa,
ان	una
ڪري	kare
انهن	unhan
جي	je
صحيح	sahih
تربيت	trbet
لاءِ	laai
گهڻ	ghnr
پاسائين	pasaain
ڌيان	dhiyaan
جي	je
ضرورت	zaroorat
آهي.	ahe.
</s>	</s>
ائين	ian
ڪئين	kain
صديون	sadion
ساندهه	saandhh
هو	ho
راجائن	raajaain
جا	jaa
وزير	waziru
ٿي	thi
رهيا	rahiya
ته	ta
حڪومت	hukumat
جو	jo
چرخو	chrukho
چڱيءَ	chagia
طرح	taraha
هلندو	halando
رهي.	rahe.
</s>	</s>
ايثار	aesar
پسندي	pasnade
دراصل	daruasal
انا	unaa
پرستيءَ	prastea
جو	jo
ضد	zd
آهي.	ahe.
</s>	</s>
هن	hin
ڍنگ	dhng
جي	je
لکڻين	lkhanin
۾	men
هڪ	hiku
معيار،	mayaar,
ادبي	adabi
سونهن،	suhan,
دلڪشي	dilkshe
۽	aen
جنم	janam
وٺندڙ	othnddr
جمالياتي	jmaaleute
لطف	ltf
هڪ	hiku
اتم	atm
معيار	mayaar
بڻجي	banje
ٿو.	tho.
</s>	</s>
جڏهن	jadahin
کين	khen
معلوم	maloom
ٿيو	thiyo
تہ	ta
ھي	hi
ھڪ	hiku
آمريڪي	aamarike
ايڊمرل	aedmrl
جو	jo
پٽ	putu
آھي	aahe
تہ	t
پوءِ	poi
کيس	khes
علاج	ilaaj
مھيا	mhyaa
ڪيو	kayo
ويو	wayo
۽	aen
کيس	khes
جنگي	jange
قيدي	qede
قرار	qaraar
ڏنو	dino
ويو	wayo
۽	aen
کيس	khes
ڇھ	chhh
ھفتا	hfta
اسپتال۾رکيو	ispataalmenrakhiyo
ويو.	wayo.
</s>	</s>
7-	7
گڊو	gdo
نانگ:	nanga:
هن	hin
جو	jo
پيٽ	petu
سليٽي	slete
ٿيندو	thindo
آهي.	ahe.
</s>	</s>
سندس	sandas
حلقه	hlkh
درس	darus
هو،	ho,
۽	aen
سندس	sandas
تصنيفون	tsnefon
به	bi
ڪيتريون	ketriyun
آهن،	ahin,
جن	jin
مان	maan
ڪي	ke
ته	ta
تمام	tamam
بهتر	behtar
آهن.“	ahin."
</s>	</s>
ڊي	di
ڪري،	kare,
ڊاڪٽريٽ	daaktarett
جي	je
ڊگري	dgre
حاصل	haasil
ڪئي	kai
آهي.	ahe.
</s>	</s>
شانڪ	shunak
چرناويا	chrnawiya
چئن	chain
اپويدن	apawedn
جو	jo
ذڪر	zikiru
ڪيو	kayo
آهي:	ahe:
</s>	</s>
سندس	sandas
ڀاءُ	bhao
مرزا	mirzaa
ابوالفتح	aboalfateh
جي	je
زندگيءَ	zindagi
۾،	men,
هڪ	hiku
ڏينهن	denhan
هيءُ	heu
سڀ	sabhu
سوار	swaar
هئا	huwa
۽	aen
هن	hin
(ابوالفتح)	(aboalfateh)
جي	je
تعظيم	tazim
خاطر	khatir
کيس	khes
پوئتي	poite
ڇڏي	chhade
ڏنو	dino
هئائون.	huwaion.
</s>	</s>
هن	hin
وقت	wakt
سنڌ	Sindh
يونيورسٽيءَ	univaristia
سنڌي	sindhi
شعبي	shabe
۾	men
اسسٽنٽ	asstintt
پروفيسر	profesar
طور	toru
خدمتون	khidmaton
سرانجام	sirunajaam
ڏيئي	dei
رهيو	rahiyo
آهي.	ahe.
</s>	</s>
سنڌ	Sindh
۾	men
باڪسنگ	baksang
جي	je
راند	raandi
اڻويهين	unuwehin
صديءَ	sadia
کان	khan
هلندڙ	hlnddr
آهي.	ahe.
</s>	</s>
يعني	yaini
پروسيسنگ	parawasesang
۽	aen
اسٽوريج	asttwarij
ڊوائيسز	doaiesz
جن	jin
۾	men
سي	se
پي	pe
يو	eo
يعني	yaini
سينٽرل	seenttrl
پروسيسنگ	parawasesang
يونٽ	eontt
اهم	ahim
آهي،	ahe,
اهڙي	ahre
قسم	qasam
جي	je
ساڳين	saagen
ٽن	tin
خوبين	khoben
تي	te
مشتمل	mushtamil
آهن.	ahin.
</s>	</s>
اکر	akhar
گھڻي	ghnre
ڀاڳي	bhage
تصويري	taswirae
صورت	soorata
۾	men
آهن	ahin
۽	aen
ڪجهه	kujh
خيالي	khayaalue
نشانيون	nishaaneon
پڻ	pinu
آهن.	ahin.
</s>	</s>
مرزا	mirzaa
صاحب	saahiba
ڊائريڪٽر	dairekttr
پرائمري	paraaimari
ايڊيوڪيشن	aediokeshn
حيدرآباد	Hyderabad
ڊويزن	doezn
به	bi
رهيو	rahiyo
آهي.	ahe.
</s>	</s>
کيس	khes
ننڍي	nandhi
هوندي	hondi
کان	khan
ئي	ie
بي	be
انتها	unataa
پڙهائيءَ	pdrhaaiea
جو	jo
شوق	shoqu
هو.	ho.
</s>	</s>
سائيلاڪس	saaielaaks
يونانين	eonunaen
جي	je
ڪاهه	kaahh
کان	khan
اڳ،	agu,
ايران	eraan
جي	je
بادشاهه	badshaah
دارا	dara
هن	hin
کي	khe
سنڌوندي	sindhunde
جي	je
وهڪري	ohkare
معلوم	maloom
ڪرڻ	karanu
لاءِ	laai
اٽڪ	attk
کان	khan
روانو	rawaanu
ڪيو	kayo
هو.	ho.
</s>	</s>
اولهه	olaha
جي	je
سائنسدانن	saainsdunan
جابر	jaabr
بن	bin
حيان	heuna
کي	khe
هن	hin
وقت	wakt
تائين	taaen
جي	je
12	12
ذهين	zhen
سائنسدانن	saainsdunan
۾	men
شامل	shaamil
ڪيو	kayo
آهي.	ahe.
</s>	</s>
سندن	sandan
بناوت	binaaot
جي	je
طرز	trz
۽	aen
ڪن	kan
پٿر	patharu
جي	je
داٻڙين	dabdren
تي	te
لکيل	likhiyal
تاريخ	tareekh
مان	maan
پتو	pato
پوي	pawe
ٿو،	tho,
تھ	ta
اھي	uhe
يارھينءَ	yaarhin
صديءَ	sadia
جي	je
وچ	wich
جا	jaa
ٺھيل	thhil
آھن.	aahin.
</s>	</s>
اهي	uhe
پاڻ	paan
ننهن	nnan
۽	aen
وار	waar
نه	na
ڪٽرائيندا	kttrianda
آهن،	ahin,
تنهنڪري	tahinkare
اهي	uhe
ننهن	nnan
پاڻ	paan
ئي	ie
ڀڃي	bhnje
ڀري	bhare
پوندا	ponda
آهن.	ahin.
</s>	</s>
اهي	uhe
مڇي	mchhe
خور	khor
آهن.	ahin.
</s>	</s>
لائبريرين	laaibrarin
۾	men
هر	har
قسم	qasam
جي	je
ڊيٽا	ditta
موجود	mojod
هوندي	hondi
آهي.	ahe.
</s>	</s>
هن	hin
-برطانيا-	brtunayaa
۾	men
سنڌ	Sindh
سان	saan
محبت	muhabat
جو	jo
ناتو	nato
قائم	qaaim
رکيو.	rakhiyo.
</s>	</s>
اشرف	ashrf
علي	ali
ٿانوي	thunaoe
</s>	</s>
البت	albt
جنهن	jahin
کي	khe
وڌيڪ	wadheeka
ڄاڻڻ	jaananr
جو	jo
شوق	shoqu
هجي	huje
ته	ta
لاڙ	laadr
ادبي	adabi
سوسائٽي	swasaite
بدين	bdinu
پاران	paaraan
ڊاڪٽر	daaktar
عبدالجبار	abdaljbaar
جوڻيجو	jonrejo
جو	jo
ڪتاب	kitaab
”محمد	"muhammad
سومار	somar
شيخ،	shaikh,
هڪ	hiku
مطالعو“	mtalao"
پڙهي.	parhi.
</s>	</s>
راجا	raajaa
جي	je
فوج	foja
جا	jaa
ڪافي	kaafi
ماڻهو	manhun
ڍنڍ	dhandha
جي	je
پاڻيءَ	paani
۾	men
غرق	grk
ٿي	thi
ويا	wiya
۽	aen
ڪافي	kaafi
جان	jaan
بچائي	bchaie
ڀڄي	bhuji
ويا.“	wiya."
</s>	</s>
2017ع	2017a
۾	men
موهن	mohan
جو	jo
دڙو	ddro
عالمي	aalimi
ڪانفرنس	kanfirans
۾	men
سنڌي	sindhi
ٻولي	boli
جي	je
ماهرن	maahirn
امر	amr
فياض	fyaaz
ٻرڙو	brdro
۽	aen
شبير	shber
ڪنڀار	kanbhar
آگاهي	aaguhe
ڏني	dini
ته	ta
سنڌو	sindhu
لکت	lakht
جي	je
1839	1839
نشانين	nishaanen
لاءِ	laai
ڪمپيوٽر	computer
اکر	akhar
(انگريزي	(angrezi
ٻولي:	boli:
Fonts)	Fonts)
جوڙيا	jodryaa
ويا	wiya
آهن.	ahin.
</s>	</s>
اولهه	olaha
پاڪستان	pakistan
جي	je
حدن	hadan
جي	je
اتر	utar
اوڀر	obhar
